,clientID,client_lr,client_mom,batch_size,loss,accuracy
475,6,1.0,0.9999999999999999,16,0.0033809549640864,0.8585139513015747
477,6,0.5918367346938775,0.9999999999999999,32,0.0034397223498672,0.8578771352767944
473,6,0.5918367346938775,0.9999999999999999,16,0.0035123811103403,0.853078305721283
474,6,1.0,0.9999999999999999,32,0.0035607893951237,0.8511906266212463
476,6,0.5918367346938775,0.9473684210526315,16,0.0035324059426784,0.8507130146026611
472,6,0.1836734693877551,0.9999999999999999,16,0.0036051494535058,0.8494393825531006
478,6,1.0,0.9473684210526315,32,0.0036364218685775,0.8491209745407104
480,6,1.0,0.9473684210526315,16,0.0036619014572352,0.8445040583610535
482,6,0.5918367346938775,0.9473684210526315,32,0.003987974487245,0.8338602185249329
479,6,0.12244897959183676,0.9999999999999999,16,0.0039904308505356,0.8328140377998352
