,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
21,12/12/22-061707,12/12/22-061731,24.164243459701538,30,0.07185163348913193,0.4292196035385132,0.1687840223312378,0.6200000047683716,0.06954838335514069,0.4065040647983551,0.15447154641151428,0.7599999904632568,relu,0.5,0.3,8,30
17,12/12/22-061543,12/12/22-061607,24.27928352355957,30,0.07364297658205032,0.4038112461566925,0.15335753560066223,0.6167883276939392,0.07286897301673889,0.3983739912509918,0.17073170840740204,0.6363636255264282,relu,0.3,0.3,8,30
22,12/12/22-061731,12/12/22-061750,18.789217710494995,23,0.07763438671827316,0.3448275923728943,0.08348457515239716,0.5257142782211304,0.07549262791872025,0.38211381435394287,0.1869918704032898,0.6052631735801697,relu,0.5,0.6,8,30
18,12/12/22-061607,12/12/22-061625,17.9180691242218,22,0.07781938463449478,0.3303085267543793,0.09346642345190048,0.5953757166862488,0.07626980543136597,0.3658536672592163,0.06504064798355103,0.5,relu,0.3,0.6,8,30
11,12/12/22-061328,12/12/22-061352,23.23540496826172,29,0.07430528104305267,0.3829401135444641,0.1361161470413208,0.6172839403152466,0.07459105551242828,0.3658536672592163,0.13821138441562653,0.6071428656578064,relu,0.05,0.9,8,30
16,12/12/22-061520,12/12/22-061543,22.37536597251892,28,0.07906998693943024,0.3266787528991699,0.06715063750743866,0.5362318754196167,0.07588905841112137,0.34959349036216736,0.09756097197532654,0.52173912525177,relu,0.3,0.0,8,30
15,12/12/22-061456,12/12/22-061520,24.315003871917725,30,0.07902156561613083,0.33212339878082275,0.08620689809322357,0.5523256063461304,0.07772525399923325,0.34959349036216736,0.0731707289814949,0.6428571343421936,relu,0.1,0.9,8,30
12,12/12/22-061352,12/12/22-061416,23.63604736328125,30,0.0832211822271347,0.2649727761745453,0.02631578966975212,0.4833333194255829,0.07796259969472885,0.3333333432674408,0.04878048598766327,1.0,relu,0.1,0.0,8,30
7,12/12/22-061214,12/12/22-061234,20.339505910873413,25,0.07970041781663895,0.31125226616859436,0.057168785482645035,0.5526315569877625,0.07532527297735214,0.3333333432674408,0.09756097197532654,0.7058823704719543,relu,0.03,0.9,8,30
20,12/12/22-061643,12/12/22-061707,23.466054677963257,30,0.07582499831914902,0.3820326626300812,0.10980036109685898,0.5426008701324463,0.077297143638134,0.3333333432674408,0.09756097197532654,0.52173912525177,relu,0.5,0.0,8,30
13,12/12/22-061416,12/12/22-061440,23.991328716278076,30,0.08019356429576874,0.32304900884628296,0.044464610517024994,0.5157894492149353,0.07775484770536423,0.3252032399177551,0.06504064798355103,0.47058823704719543,relu,0.1,0.3,8,30
14,12/12/22-061440,12/12/22-061455,15.246795177459717,18,0.08367694914340973,0.2695099711418152,0.029945554211735725,0.4714285731315613,0.07958654314279556,0.3008130192756653,0.04065040498971939,1.0,relu,0.1,0.6,8,30
10,12/12/22-061304,12/12/22-061328,24.166764497756958,30,0.08112842589616776,0.31306713819503784,0.044464610517024994,0.5764706134796143,0.07850781083106995,0.28455284237861633,0.08943089097738266,0.6111111044883728,relu,0.05,0.6,8,30
9,12/12/22-061246,12/12/22-061304,17.2622389793396,21,0.08607865869998932,0.20235934853553772,0.018148820847272873,0.5263158082962036,0.0824531838297844,0.26829269528388977,0.04878048598766327,1.0,relu,0.05,0.3,8,30
6,12/12/22-061149,12/12/22-061214,24.1680269241333,30,0.08343422412872314,0.2767695188522339,0.02631578966975212,0.557692289352417,0.08077691495418549,0.2601625919342041,0.04878048598766327,0.6666666865348816,relu,0.03,0.6,8,30
4,12/12/22-061111,12/12/22-061135,23.519941091537476,30,0.08672282099723816,0.19147005677223206,0.012704174034297466,0.5833333134651184,0.0835987776517868,0.2601625919342041,0.03252032399177551,1.0,relu,0.03,0.0,8,30
5,12/12/22-061135,12/12/22-061149,14.284898519515991,17,0.08716391772031784,0.1760435551404953,0.006352087017148733,0.46666666865348816,0.08484898507595062,0.17886178195476532,0.024390242993831635,1.0,relu,0.03,0.3,8,30
3,12/12/22-061100,12/12/22-061111,11.134285688400269,13,0.08760116994380951,0.18148820102214813,0.005444645881652832,0.4000000059604645,0.0845780000090599,0.17886178195476532,0.03252032399177551,0.800000011920929,relu,0.01,0.9,8,30
19,12/12/22-061626,12/12/22-061643,17.345725774765015,21,0.08869688212871552,0.15789473056793213,0.008166968822479248,0.40909090638160706,0.08774100244045258,0.17886178195476532,0.0,0.0,relu,0.3,0.9,8,30
8,12/12/22-061234,12/12/22-061246,11.771080493927002,14,0.08794118463993073,0.1923774927854538,0.008166968822479248,0.5,0.085808664560318,0.16260161995887756,0.024390242993831635,1.0,relu,0.05,0.0,8,30
0,12/12/22-061022,12/12/22-061032,10.168078899383545,12,0.08975167572498322,0.12522685527801514,0.0,0.0,0.08957238495349884,0.12195122241973877,0.0,0.0,relu,0.01,0.0,8,30
1,12/12/22-061032,12/12/22-061047,14.94778323173523,18,0.08934786915779114,0.14246824383735657,0.0,0.0,0.0888037234544754,0.12195122241973877,0.0,0.0,relu,0.01,0.3,8,30
2,12/12/22-061048,12/12/22-061059,11.920715570449829,14,0.08893253654241562,0.14246824383735657,0.0009074410190805793,1.0,0.08776549249887466,0.11382114142179489,0.0,0.0,relu,0.01,0.6,8,30
23,12/12/22-061750,12/12/22-061800,9.69438123703003,11,0.08998411893844604,0.1034482792019844,0.0,0.0,0.0901680439710617,0.0731707289814949,0.0,0.0,relu,0.5,0.9,8,30
