,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
21,12/12/22-035910,12/12/22-035946,36.091073989868164,30,0.06594102829694748,0.4737146198749542,0.2645869553089142,0.6745213270187378,0.06667682528495789,0.4922279715538025,0.2694300413131714,0.6753246784210205,relu,0.5,0.3,8,30
18,12/12/22-035731,12/12/22-035808,36.35747814178467,30,0.06564285606145859,0.4887348413467407,0.2859618663787842,0.6932772994041443,0.07118245214223862,0.4663212299346924,0.29015544056892395,0.6222222447395325,relu,0.3,0.6,8,30
15,12/12/22-035542,12/12/22-035619,36.50741720199585,30,0.06781322509050369,0.45753899216651917,0.23627960681915283,0.6816666722297668,0.06955302506685257,0.4663212299346924,0.2590673565864563,0.6024096608161926,relu,0.1,0.9,8,30
17,12/12/22-035655,12/12/22-035731,36.329742431640625,30,0.06936141848564148,0.44251877069473267,0.2310802936553955,0.6622516512870789,0.07762820273637772,0.45077720284461975,0.20207254588603973,0.5,relu,0.3,0.3,8,30
7,12/12/22-035050,12/12/22-035126,36.33586645126343,30,0.06973157823085785,0.4298093616962433,0.20566146075725555,0.6532109975814819,0.06939228624105453,0.45077720284461975,0.18134714663028717,0.6603773832321167,relu,0.03,0.9,8,30
20,12/12/22-035834,12/12/22-035910,35.77953624725342,30,0.06962598115205765,0.45176199078559875,0.20912766456604004,0.6166950464248657,0.06938882172107697,0.4455958604812622,0.15544041991233826,0.7317073345184326,relu,0.5,0.0,8,30
11,12/12/22-035315,12/12/22-035352,36.350794315338135,30,0.0711972787976265,0.4240323603153229,0.19121894240379333,0.6316794157028198,0.07147441804409027,0.4455958604812622,0.21243523061275482,0.5694444179534912,relu,0.05,0.9,8,30
14,12/12/22-035505,12/12/22-035542,36.99440383911133,30,0.07122846692800522,0.4170999526977539,0.18197573721408844,0.6415478587150574,0.07083220034837723,0.4455958604812622,0.1865285038948059,0.6666666865348816,relu,0.1,0.6,8,30
22,12/12/22-035947,12/12/22-040023,36.396607875823975,30,0.06554144620895386,0.4858463406562805,0.2905834913253784,0.7064606547355652,0.06711997091770172,0.4455958604812622,0.2331606149673462,0.6818181872367859,relu,0.5,0.6,8,30
16,12/12/22-035619,12/12/22-035655,35.58383393287659,30,0.07070493698120117,0.43096476793289185,0.2010398656129837,0.6553672552108765,0.07087532430887222,0.44041451811790466,0.2227979302406311,0.6231883764266968,relu,0.3,0.0,8,30
13,12/12/22-035428,12/12/22-035505,36.85031986236572,30,0.07452399283647537,0.3818601965904236,0.13113807141780853,0.5896103978157043,0.07217196375131607,0.4196891188621521,0.20725388824939728,0.6349206566810608,relu,0.1,0.3,8,30
10,12/12/22-035239,12/12/22-035315,36.277093172073364,30,0.07687289267778397,0.36857306957244873,0.08896591514348984,0.5724906921386719,0.07340757548809052,0.41450777649879456,0.10362694412469864,0.6060606241226196,relu,0.05,0.6,8,30
9,12/12/22-035202,12/12/22-035239,36.25050663948059,30,0.08045903593301773,0.3327556252479553,0.04737146198749542,0.5394737124443054,0.0776190534234047,0.39896371960639954,0.08808290213346481,0.6538461446762085,relu,0.05,0.3,8,30
3,12/12/22-034838,12/12/22-034914,36.2697012424469,30,0.07688416540622711,0.3639514744281769,0.09474292397499084,0.6235741376876831,0.07467040419578552,0.393782377243042,0.07253886014223099,0.6363636255264282,relu,0.01,0.9,8,30
6,12/12/22-035013,12/12/22-035050,36.3880090713501,30,0.08001141995191574,0.31946852803230286,0.05083766579627991,0.553459107875824,0.07661110162734985,0.38860103487968445,0.06735751032829285,0.6190476417541504,relu,0.03,0.6,8,30
12,12/12/22-035352,12/12/22-035428,35.67869448661804,30,0.07842040807008743,0.3489312529563904,0.07972270250320435,0.5822784900665283,0.07667897641658783,0.3730570077896118,0.05181347206234932,0.625,relu,0.1,0.0,8,30
2,12/12/22-034801,12/12/22-034838,36.24103379249573,30,0.0844724103808403,0.2559214234352112,0.010398613288998604,0.4285714328289032,0.08123325556516647,0.3316062092781067,0.005181347019970417,1.0,relu,0.01,0.6,8,30
8,12/12/22-035126,12/12/22-035202,35.728970766067505,30,0.08287258446216583,0.28018486499786377,0.02310802973806858,0.5970149040222168,0.08005735278129578,0.31606218218803406,0.020725388079881668,0.4444444477558136,relu,0.05,0.0,8,30
19,12/12/22-035808,12/12/22-035834,25.819881200790405,21,0.08092794567346573,0.3009820878505707,0.0600808784365654,0.5252525210380554,0.0833827331662178,0.2849740982055664,0.005181347019970417,1.0,relu,0.3,0.9,8,30
4,12/12/22-034914,12/12/22-034950,35.72644925117493,30,0.08466793596744537,0.2432120144367218,0.009243211708962917,0.3137255012989044,0.08204908668994904,0.2746114134788513,0.0,0.0,relu,0.03,0.0,8,30
5,12/12/22-034950,12/12/22-035013,22.67840051651001,18,0.08654497563838959,0.20854997634887695,0.003466204507276416,0.30000001192092896,0.08551277220249176,0.23834197223186493,0.0,0.0,relu,0.03,0.3,8,30
0,12/12/22-034713,12/12/22-034743,30.25368046760559,25,0.08931382745504379,0.13691507279872894,0.0,0.0,0.0884983018040657,0.15544041991233826,0.0,0.0,relu,0.01,0.0,8,30
1,12/12/22-034743,12/12/22-034801,17.717273473739624,14,0.08967071026563644,0.1317157745361328,0.0,0.0,0.08922498673200607,0.14507772028446198,0.0,0.0,relu,0.01,0.3,8,30
23,12/12/22-040023,12/12/22-040037,14.260323524475098,11,0.09004918485879898,0.09878683090209961,0.0,0.0,0.08973383903503418,0.08808290213346481,0.0,0.0,relu,0.5,0.9,8,30
