,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
15,12/12/22-045844,12/12/22-045857,12.757394313812256,30,0.07831975072622299,0.35727787017822266,0.09640831500291824,0.5257731676101685,0.07995995134115219,0.37288135290145874,0.033898305147886276,0.5,relu,0.1,0.9,8,30
11,12/12/22-045803,12/12/22-045816,12.832176923751831,30,0.08160366863012314,0.29300567507743835,0.04158790037035942,0.6285714507102966,0.08682350069284439,0.20338982343673706,0.016949152573943138,0.20000000298023224,relu,0.05,0.9,8,30
1,12/12/22-045633,12/12/22-045644,11.29003381729126,26,0.08973389118909836,0.1304347813129425,0.0,0.0,0.08948279172182083,0.20338982343673706,0.0,0.0,relu,0.01,0.3,8,30
14,12/12/22-045831,12/12/22-045844,12.766586542129517,30,0.08172690868377686,0.2986767590045929,0.051039695739746094,0.6000000238418579,0.09760097414255142,0.20338982343673706,0.08474576473236084,0.2777777910232544,relu,0.1,0.6,8,30
22,12/12/22-045940,12/12/22-045952,12.710031747817993,30,0.07643424719572067,0.3345935642719269,0.10775047540664673,0.6404494643211365,0.08741026371717453,0.18644067645072937,0.016949152573943138,0.3333333432674408,relu,0.5,0.6,8,30
7,12/12/22-045722,12/12/22-045734,12.786417007446289,30,0.08372627943754196,0.2722117304801941,0.03591682389378548,0.5,0.08646213263273239,0.18644067645072937,0.0,0.0,relu,0.03,0.9,8,30
2,12/12/22-045645,12/12/22-045653,7.877763986587524,17,0.088695228099823,0.15311908721923828,0.0,0.0,0.08832836151123047,0.16949152946472168,0.0,0.0,relu,0.01,0.6,8,30
8,12/12/22-045735,12/12/22-045744,9.19613265991211,21,0.08750752359628677,0.19092626869678497,0.0037807184271514416,0.4000000059604645,0.08679111301898956,0.16949152946472168,0.0,0.0,relu,0.05,0.0,8,30
20,12/12/22-045926,12/12/22-045932,5.9050514698028564,12,0.0863184928894043,0.22495274245738983,0.011342154815793037,0.5,0.09063319116830826,0.1525423675775528,0.0,0.0,relu,0.5,0.0,8,30
9,12/12/22-045744,12/12/22-045755,10.527232646942139,24,0.08771830797195435,0.18714556097984314,0.0,0.0,0.08709019422531128,0.1525423675775528,0.0,0.0,relu,0.05,0.3,8,30
17,12/12/22-045904,12/12/22-045910,6.0426740646362305,12,0.08679597079753876,0.18903592228889465,0.0037807184271514416,0.25,0.08808716386556625,0.1525423675775528,0.0,0.0,relu,0.3,0.3,8,30
16,12/12/22-045857,12/12/22-045904,6.966786861419678,15,0.08625179529190063,0.23062381148338318,0.009451796300709248,0.3333333432674408,0.08720970898866653,0.1355932205915451,0.0,0.0,relu,0.3,0.0,8,30
5,12/12/22-045705,12/12/22-045713,7.505419492721558,16,0.08943913877010345,0.12098298966884613,0.0,0.0,0.08924555033445358,0.1355932205915451,0.0,0.0,relu,0.03,0.3,8,30
0,12/12/22-045627,12/12/22-045633,5.4837610721588135,11,0.08978448063135147,0.1417769342660904,0.0,0.0,0.09002859145402908,0.11864406615495682,0.0,0.0,relu,0.01,0.0,8,30
21,12/12/22-045933,12/12/22-045939,6.724386930465698,14,0.08702751994132996,0.21361058950424194,0.013232514262199402,0.5384615659713745,0.09078347682952881,0.11864406615495682,0.016949152573943138,0.1428571492433548,relu,0.5,0.3,8,30
19,12/12/22-045918,12/12/22-045926,7.991382598876953,17,0.09003014862537384,0.11342155188322067,0.0,0.0,0.09029366075992584,0.11864406615495682,0.0,0.0,relu,0.3,0.9,8,30
12,12/12/22-045816,12/12/22-045822,5.46781063079834,11,0.08878663182258606,0.1550094485282898,0.0,0.0,0.08840247243642807,0.11864406615495682,0.0,0.0,relu,0.1,0.0,8,30
10,12/12/22-045755,12/12/22-045803,8.205491781234741,18,0.08615975826978683,0.20037807524204254,0.0,0.0,0.08718472719192505,0.11864406615495682,0.0,0.0,relu,0.05,0.6,8,30
23,12/12/22-045952,12/12/22-045959,6.70258903503418,14,0.0900479182600975,0.1039697527885437,0.0,0.0,0.09025668352842331,0.11864406615495682,0.0,0.0,relu,0.5,0.9,8,30
13,12/12/22-045822,12/12/22-045831,8.58510971069336,19,0.08724015951156616,0.1814744770526886,0.0037807184271514416,0.3333333432674408,0.08808645606040955,0.10169491171836853,0.0,0.0,relu,0.1,0.3,8,30
18,12/12/22-045910,12/12/22-045918,7.465559244155884,16,0.08639656007289886,0.2060491442680359,0.01701323315501213,0.4285714328289032,0.08937472105026245,0.10169491171836853,0.0,0.0,relu,0.3,0.6,8,30
6,12/12/22-045713,12/12/22-045721,8.371201038360596,18,0.08857517689466476,0.14744801819324493,0.0,0.0,0.08845510333776474,0.10169491171836853,0.0,0.0,relu,0.03,0.6,8,30
3,12/12/22-045653,12/12/22-045658,5.59837532043457,11,0.08889693766832352,0.13610586524009705,0.0,0.0,0.08866506069898605,0.08474576473236084,0.0,0.0,relu,0.01,0.9,8,30
4,12/12/22-045659,12/12/22-045705,6.213355302810669,13,0.08977069705724716,0.12098298966884613,0.0,0.0,0.08981793373823166,0.06779661029577255,0.0,0.0,relu,0.03,0.0,8,30
