,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
17,12/12/22-033834,12/12/22-033846,11.919487476348877,30,0.07969384640455246,0.3326653242111206,0.08216433227062225,0.5540540814399719,0.07686584442853928,0.4285714328289032,0.0357142873108387,0.5,relu,0.3,0.3,8,30
18,12/12/22-033846,12/12/22-033858,11.955734968185425,30,0.08046911656856537,0.27655309438705444,0.08617234230041504,0.6231883764266968,0.08281273394823074,0.3392857015132904,0.0,0.0,relu,0.3,0.6,8,30
8,12/12/22-033700,12/12/22-033711,11.66645860671997,30,0.08717026561498642,0.19839678704738617,0.014028056524693966,0.6363636255264282,0.08569248765707016,0.3392857015132904,0.0,0.0,relu,0.05,0.0,8,30
20,12/12/22-033910,12/12/22-033922,11.656342267990112,30,0.07868976145982742,0.34268537163734436,0.10020039975643158,0.625,0.08126639574766159,0.3392857015132904,0.0,0.0,relu,0.5,0.0,8,30
22,12/12/22-033934,12/12/22-033946,12.11638617515564,30,0.07676216959953308,0.3547094166278839,0.11022043973207474,0.6470588445663452,0.08102627098560333,0.3214285671710968,0.1428571492433548,0.5,relu,0.5,0.6,8,30
13,12/12/22-033752,12/12/22-033801,9.098096370697021,22,0.08461106568574905,0.25050100684165955,0.02605210430920124,0.5909090638160706,0.08412722498178482,0.3035714328289032,0.0,0.0,relu,0.1,0.3,8,30
10,12/12/22-033720,12/12/22-033731,11.518503189086914,29,0.08394458889961243,0.24649298191070557,0.04208416864275932,0.6176470518112183,0.08612453192472458,0.2857142984867096,0.0,0.0,relu,0.05,0.6,8,30
14,12/12/22-033801,12/12/22-033813,11.92921233177185,30,0.08321172744035721,0.2825651168823242,0.03807615116238594,0.59375,0.08344527333974838,0.2857142984867096,0.0,0.0,relu,0.1,0.6,8,30
6,12/12/22-033635,12/12/22-033647,11.927373886108398,30,0.08477163314819336,0.22645290195941925,0.030060119926929474,0.75,0.08531037718057632,0.2857142984867096,0.0,0.0,relu,0.03,0.6,8,30
7,12/12/22-033648,12/12/22-033659,11.833113431930542,30,0.08094609528779984,0.3106212317943573,0.0480961911380291,0.6666666865348816,0.08147817105054855,0.2857142984867096,0.01785714365541935,0.3333333432674408,relu,0.03,0.9,8,30
21,12/12/22-033922,12/12/22-033934,11.920501947402954,30,0.07859928905963898,0.3306613266468048,0.0961923822760582,0.6486486196517944,0.08024587482213974,0.2857142984867096,0.01785714365541935,1.0,relu,0.5,0.3,8,30
19,12/12/22-033858,12/12/22-033910,11.851269245147705,30,0.0879974365234375,0.1663326621055603,0.012024047784507275,0.4615384638309479,0.08766233921051025,0.2678571343421936,0.0,0.0,relu,0.3,0.9,8,30
11,12/12/22-033732,12/12/22-033744,11.891169786453247,30,0.08361522108316422,0.2845691442489624,0.05210420861840248,0.48148149251937866,0.08516712486743927,0.2678571343421936,0.01785714365541935,0.3333333432674408,relu,0.05,0.9,8,30
12,12/12/22-033744,12/12/22-033752,7.835431337356567,19,0.08550891280174255,0.22044087946414948,0.022044088691473007,0.523809552192688,0.08542854338884354,0.25,0.0,0.0,relu,0.1,0.0,8,30
15,12/12/22-033813,12/12/22-033822,8.385584592819214,20,0.08897970616817474,0.18436874449253082,0.008016032166779041,0.3333333432674408,0.08916950225830078,0.2142857164144516,0.0,0.0,relu,0.1,0.9,8,30
16,12/12/22-033822,12/12/22-033834,11.644479513168335,30,0.08073004335165024,0.3346693515777588,0.06212424859404564,0.5740740895271301,0.08778496086597443,0.1964285671710968,0.0357142873108387,0.25,relu,0.3,0.0,8,30
1,12/12/22-033552,12/12/22-033559,6.647977828979492,15,0.09008469432592392,0.11422845721244812,0.0,0.0,0.08956655114889145,0.1785714328289032,0.0,0.0,relu,0.01,0.3,8,30
2,12/12/22-033559,12/12/22-033610,10.850415706634521,27,0.08965115994215012,0.11623246222734451,0.0,0.0,0.08920127898454666,0.1785714328289032,0.0,0.0,relu,0.01,0.6,8,30
5,12/12/22-033628,12/12/22-033635,6.977172613143921,16,0.08950390666723251,0.15230460464954376,0.0,0.0,0.08928840607404709,0.1607142835855484,0.0,0.0,relu,0.03,0.3,8,30
3,12/12/22-033610,12/12/22-033622,11.933425903320312,30,0.08488504588603973,0.22645290195941925,0.02605210430920124,0.7647058963775635,0.08924540132284164,0.1607142835855484,0.0,0.0,relu,0.01,0.9,8,30
0,12/12/22-033546,12/12/22-033552,6.1672327518463135,14,0.09027393907308578,0.11623246222734451,0.0,0.0,0.08962365239858627,0.125,0.0,0.0,relu,0.01,0.0,8,30
4,12/12/22-033622,12/12/22-033628,5.840892314910889,13,0.08991360664367676,0.11422845721244812,0.0,0.0,0.08954507112503052,0.125,0.0,0.0,relu,0.03,0.0,8,30
9,12/12/22-033712,12/12/22-033720,8.070717811584473,19,0.08867165446281433,0.15230460464954376,0.0,0.0,0.08808397501707077,0.1071428582072258,0.0,0.0,relu,0.05,0.3,8,30
23,12/12/22-033947,12/12/22-033957,9.848257064819336,24,0.08980118483304977,0.12424849718809128,0.0,0.0,0.090077243745327,0.1071428582072258,0.0,0.0,relu,0.5,0.9,8,30
