,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
0,12/12/22-045959,12/12/22-050001,1.9436726570129395,11,0.09522172808647156,0.03703703731298447,0.0,0.0,0.088566355407238,0.3333333432674408,0.0,0.0,relu,0.01,0.0,8,30
1,12/12/22-050002,12/12/22-050004,1.9908578395843506,11,0.09332221746444702,0.07407407462596893,0.0,0.0,0.0954904779791832,0.0,0.0,0.0,relu,0.01,0.3,8,30
22,12/12/22-050048,12/12/22-050050,1.954582691192627,11,0.08929436653852463,0.1111111119389534,0.0,0.0,0.09017380326986313,0.0,0.0,0.0,relu,0.5,0.6,8,30
21,12/12/22-050046,12/12/22-050048,1.9669315814971924,11,0.0866670310497284,0.2222222238779068,0.0,0.0,0.09192126244306564,0.0,0.0,0.0,relu,0.5,0.3,8,30
20,12/12/22-050044,12/12/22-050046,2.2167491912841797,18,0.09065889567136765,0.14814814925193787,0.0,0.0,0.08990434557199478,0.0,0.0,0.0,relu,0.5,0.0,8,30
19,12/12/22-050042,12/12/22-050043,1.933854103088379,11,0.08859613537788391,0.1111111119389534,0.0,0.0,0.09166687726974487,0.0,0.0,0.0,relu,0.3,0.9,8,30
18,12/12/22-050039,12/12/22-050041,1.9545891284942627,11,0.08957339823246002,0.07407407462596893,0.0,0.0,0.09071916341781616,0.0,0.0,0.0,relu,0.3,0.6,8,30
17,12/12/22-050037,12/12/22-050039,1.9573092460632324,11,0.08764196932315826,0.25925925374031067,0.0,0.0,0.09472391754388809,0.0,0.0,0.0,relu,0.3,0.3,8,30
16,12/12/22-050035,12/12/22-050037,1.9306230545043945,11,0.09019045531749725,0.07407407462596893,0.0,0.0,0.08956625312566757,0.0,0.0,0.0,relu,0.3,0.0,8,30
15,12/12/22-050033,12/12/22-050035,1.95326566696167,11,0.08916239440441132,0.18518517911434174,0.0,0.0,0.09031292796134949,0.0,0.0,0.0,relu,0.1,0.9,8,30
14,12/12/22-050031,12/12/22-050032,1.9612760543823242,11,0.08808871358633041,0.18518517911434174,0.0,0.0,0.09025508910417557,0.0,0.0,0.0,relu,0.1,0.6,8,30
13,12/12/22-050028,12/12/22-050030,1.9578311443328857,11,0.08728256076574326,0.2222222238779068,0.0,0.0,0.09203817695379257,0.0,0.0,0.0,relu,0.1,0.3,8,30
12,12/12/22-050026,12/12/22-050028,1.906468152999878,11,0.08951812237501144,0.14814814925193787,0.0,0.0,0.09839571267366409,0.0,0.0,0.0,relu,0.1,0.0,8,30
11,12/12/22-050024,12/12/22-050026,1.941068410873413,11,0.08801757544279099,0.2222222238779068,0.0,0.0,0.09282982349395752,0.0,0.0,0.0,relu,0.05,0.9,8,30
10,12/12/22-050022,12/12/22-050024,1.9434900283813477,11,0.09063593298196793,0.18518517911434174,0.0,0.0,0.09275450557470322,0.0,0.0,0.0,relu,0.05,0.6,8,30
9,12/12/22-050020,12/12/22-050022,1.9368083477020264,11,0.09069862216711044,0.07407407462596893,0.0,0.0,0.09112000465393066,0.0,0.0,0.0,relu,0.05,0.3,8,30
8,12/12/22-050017,12/12/22-050019,1.9198930263519287,11,0.09019316732883453,0.14814814925193787,0.0,0.0,0.09030041098594666,0.0,0.0,0.0,relu,0.05,0.0,8,30
7,12/12/22-050015,12/12/22-050017,2.0007364749908447,11,0.09041180461645126,0.07407407462596893,0.0,0.0,0.09070097655057907,0.0,0.0,0.0,relu,0.03,0.9,8,30
6,12/12/22-050013,12/12/22-050015,1.9957149028778076,11,0.09134458005428314,0.1111111119389534,0.0,0.0,0.09067749232053757,0.0,0.0,0.0,relu,0.03,0.6,8,30
5,12/12/22-050011,12/12/22-050013,1.9740955829620361,11,0.09452534466981888,0.03703703731298447,0.0,0.0,0.09446308761835098,0.0,0.0,0.0,relu,0.03,0.3,8,30
4,12/12/22-050008,12/12/22-050010,1.9345026016235352,11,0.0905362218618393,0.1111111119389534,0.0,0.0,0.09143366664648056,0.0,0.0,0.0,relu,0.03,0.0,8,30
3,12/12/22-050006,12/12/22-050008,1.9747745990753174,11,0.08879637718200684,0.14814814925193787,0.0,0.0,0.09104488044977188,0.0,0.0,0.0,relu,0.01,0.9,8,30
2,12/12/22-050004,12/12/22-050006,2.0236148834228516,12,0.08884374052286148,0.2222222238779068,0.0,0.0,0.09102577716112137,0.0,0.0,0.0,relu,0.01,0.6,8,30
23,12/12/22-050051,12/12/22-050053,1.9471006393432617,11,0.08890029788017273,0.14814814925193787,0.0,0.0,0.09133759140968323,0.0,0.0,0.0,relu,0.5,0.9,8,30
