,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,batch_size,client_lr,client_momentum,epochs
38,06/20/21-165939,06/20/21-170026,47.39946436882019,25,0.0009231023723259568,0.9944444298744202,0.993915319442749,0.9947047829627991,0.005055230576545,0.9714285731315613,0.9714285731315613,0.9737470149993896,relu,16,0.5,0.9,30
78,06/20/21-172002,06/20/21-172028,26.616700410842896,30,0.0006153706344775856,0.9968253970146179,0.9968253970146179,0.9973530769348145,0.005106925964355469,0.9690476059913635,0.9690476059913635,0.9690476059913635,relu,32,0.5,0.9,30
73,06/20/21-171749,06/20/21-171818,28.961323261260986,28,0.0012400198029354215,0.9944444298744202,0.993915319442749,0.9952318072319031,0.006338495295494795,0.9642857313156128,0.961904764175415,0.9665071964263916,relu,32,0.3,0.9,30
24,06/20/21-164905,06/20/21-164954,48.961605072021484,30,0.0007969420403242111,0.9955026507377625,0.9955026507377625,0.9962933659553528,0.006664578337222338,0.9595237970352173,0.9595237970352173,0.9618138670921326,relu,16,0.09,0.95,30
69,06/20/21-171542,06/20/21-171611,29.0509614944458,28,0.0015999709721654654,0.9920634627342224,0.991534411907196,0.9920592904090881,0.00782078132033348,0.9571428298950195,0.9523809552192688,0.9569377899169922,relu,32,0.1,0.95,30
74,06/20/21-171818,06/20/21-171846,28.59709358215332,30,0.0010154470801353455,0.994179904460907,0.993915319442749,0.9941783547401428,0.00764115247875452,0.949999988079071,0.9476190209388733,0.9498806595802307,relu,32,0.3,0.95,30
34,06/20/21-165645,06/20/21-165719,34.597652435302734,20,0.003142836270853877,0.9806878566741943,0.9801587462425232,0.9814569354057312,0.008373384363949299,0.949999988079071,0.949999988079071,0.9522672891616821,relu,16,0.3,0.95,30
28,06/20/21-165218,06/20/21-165310,51.836787700653076,30,0.0013301250291988254,0.9936507940292358,0.9925925731658936,0.9941706657409668,0.007277220021933317,0.949999988079071,0.9476190209388733,0.9590361714363098,relu,16,0.1,0.9,30
79,06/20/21-172029,06/20/21-172048,19.50222659111023,22,0.0027475045062601566,0.982275128364563,0.9801587462425232,0.9848484992980957,0.007501835934817791,0.949999988079071,0.949999988079071,0.9522672891616821,relu,32,0.5,0.95,30
23,06/20/21-164819,06/20/21-164904,45.65678024291992,28,0.001728259027004242,0.9910053014755249,0.9899470806121826,0.9915209412574768,0.00852918066084385,0.9476190209388733,0.9404761791229248,0.9541062712669373,relu,16,0.09,0.9,30
29,06/20/21-165310,06/20/21-165346,36.45443248748779,22,0.0013481801142916083,0.9923280477523804,0.9920634627342224,0.9931144118309021,0.0074613639153540134,0.9476190209388733,0.9476190209388733,0.9567307829856873,relu,16,0.1,0.95,30
13,06/20/21-164019,06/20/21-164109,50.25636649131775,30,0.0035111939068883657,0.9791005253791809,0.976190447807312,0.9832134246826172,0.008668897673487663,0.9452381134033203,0.938095211982727,0.9516907930374146,relu,16,0.05,0.9,30
32,06/20/21-165514,06/20/21-165602,48.31913614273071,28,0.002371959388256073,0.9862433671951294,0.9846560955047607,0.9864829182624817,0.008064161986112595,0.9452381134033203,0.9452381134033203,0.9520383477210999,relu,16,0.3,0.6,30
9,06/20/21-163705,06/20/21-163753,47.921194553375244,30,0.0033276472240686417,0.9814814925193787,0.9775132536888123,0.9834975004196167,0.009235763922333717,0.9428571462631226,0.9333333373069763,0.9468598961830139,relu,16,0.03,0.95,30
64,06/20/21-171301,06/20/21-171335,34.19806933403015,30,0.0016668987227603793,0.9912698268890381,0.9904761910438538,0.992313802242279,0.009083912707865238,0.9428571462631226,0.9309523701667786,0.9467312097549438,relu,32,0.09,0.95,30
36,06/20/21-165801,06/20/21-165853,51.504706382751465,30,0.002269734162837267,0.9873015880584717,0.9859788417816162,0.9893814921379089,0.008890383876860142,0.9428571462631226,0.938095211982727,0.9493975639343262,relu,16,0.5,0.3,30
19,06/20/21-164500,06/20/21-164548,48.668867349624634,30,0.000805928953923285,0.9957671761512756,0.9957671761512756,0.9968220591545105,0.008898010477423668,0.9428571462631226,0.9428571462631226,0.9428571462631226,relu,16,0.07,0.95,30
68,06/20/21-171511,06/20/21-171542,30.661763668060303,30,0.0032967254519462585,0.9812169075012207,0.9780423045158386,0.9837679862976074,0.008550440892577171,0.9404761791229248,0.9285714030265808,0.9443099498748779,relu,32,0.1,0.9,30
14,06/20/21-164110,06/20/21-164148,38.11814856529236,23,0.002228428376838565,0.9878306984901428,0.9859788417816162,0.9888564348220825,0.009060275740921497,0.9404761791229248,0.9309523701667786,0.9444444179534912,relu,16,0.05,0.95,30
33,06/20/21-165602,06/20/21-165644,42.14098787307739,26,0.0009181114146485925,0.994179904460907,0.993915319442749,0.9941783547401428,0.008875713683664799,0.9404761791229248,0.938095211982727,0.944844126701355,relu,16,0.3,0.9,30
37,06/20/21-165853,06/20/21-165938,45.176708936691284,26,0.0010686651803553104,0.994179904460907,0.993915319442749,0.9947047829627991,0.009709696285426617,0.938095211982727,0.9333333373069763,0.9400479793548584,relu,16,0.5,0.6,30
54,06/20/21-170746,06/20/21-170818,32.38946008682251,30,0.0028005398344248533,0.9849206209182739,0.9833333492279053,0.9869888424873352,0.009813929907977581,0.9357143044471741,0.9285714030265808,0.9443099498748779,relu,32,0.05,0.95,30
76,06/20/21-171915,06/20/21-171941,25.814193725585938,30,0.004627070389688015,0.973809540271759,0.9695767164230347,0.9762919545173645,0.010316959582269192,0.9357143044471741,0.9309523701667786,0.942168653011322,relu,32,0.5,0.3,30
63,06/20/21-171227,06/20/21-171301,34.18679189682007,30,0.00390060106292367,0.9783068895339966,0.9746031761169434,0.9808306694030762,0.009635952301323414,0.9333333373069763,0.9285714030265808,0.9375,relu,32,0.09,0.9,30
59,06/20/21-171016,06/20/21-171047,30.797126293182373,30,0.002516301115974784,0.9859788417816162,0.9843915104866028,0.9872645139694214,0.009436228312551975,0.9309523701667786,0.9309523701667786,0.9376499056816101,relu,32,0.07,0.95,30
18,06/20/21-164415,06/20/21-164459,43.83180594444275,26,0.0024053689558058977,0.9865079522132874,0.9851852059364319,0.9872746467590332,0.009585700929164886,0.9285714030265808,0.9285714030265808,0.9397590160369873,relu,16,0.07,0.9,30
77,06/20/21-171942,06/20/21-172001,19.837460041046143,22,0.004581793677061796,0.9724867939949036,0.9669312238693237,0.9764894247055054,0.011537540704011917,0.9238095283508301,0.9214285612106323,0.9325301051139832,relu,32,0.5,0.6,30
22,06/20/21-164730,06/20/21-164818,48.59472036361694,30,0.00718641048297286,0.9568783044815063,0.950264573097229,0.9661108255386353,0.012827170081436634,0.9238095283508301,0.9166666865348816,0.9367396831512451,relu,16,0.09,0.6,30
75,06/20/21-171847,06/20/21-171915,28.293543100357056,30,0.006365870591253042,0.9616402387619019,0.9547619223594666,0.968859076499939,0.01257900707423687,0.9214285612106323,0.9190475940704346,0.9301204681396484,relu,32,0.5,0.0,30
4,06/20/21-163308,06/20/21-163356,48.38139867782593,30,0.007753022015094757,0.9531745910644531,0.9447090029716492,0.9607210159301758,0.013666671700775623,0.9142857193946838,0.9023809432983398,0.92665034532547,relu,16,0.01,0.95,30
31,06/20/21-165435,06/20/21-165513,38.14533877372742,23,0.0054506524465978146,0.9666666388511658,0.9626984000205994,0.9714362025260925,0.011569089256227016,0.9142857193946838,0.9119047522544861,0.9273607730865479,relu,16,0.3,0.3,30
35,06/20/21-165720,06/20/21-165801,41.10714316368103,25,0.0044787609949707985,0.973809540271759,0.9695767164230347,0.9770727753639221,0.012474436312913895,0.9142857193946838,0.9071428775787354,0.9202898740768433,relu,16,0.5,0.0,30
49,06/20/21-170509,06/20/21-170538,28.81302785873413,27,0.007727158255875111,0.9510582089424133,0.9439153671264648,0.9591397643089294,0.013978645205497742,0.9142857193946838,0.9071428775787354,0.9292683005332947,relu,32,0.03,0.95,30
72,06/20/21-171714,06/20/21-171748,33.797234773635864,30,0.004814046435058117,0.970370352268219,0.9664021134376526,0.9762158989906311,0.014037584885954857,0.9095237851142883,0.9047619104385376,0.9200968742370605,relu,32,0.3,0.6,30
53,06/20/21-170715,06/20/21-170746,30.137913703918457,27,0.007559563033282757,0.9505290985107422,0.9407407641410828,0.9616008400917053,0.012915024533867836,0.9095237851142883,0.9071428775787354,0.9247573018074036,relu,32,0.05,0.9,30
8,06/20/21-163623,06/20/21-163705,41.91956615447998,26,0.006436016410589218,0.9611111283302307,0.9552910327911377,0.9673185348510742,0.013395380228757858,0.9095237851142883,0.8999999761581421,0.917475700378418,relu,16,0.03,0.9,30
27,06/20/21-165128,06/20/21-165217,49.10989952087402,30,0.006816874723881483,0.956084668636322,0.9484127163887024,0.9637096524238586,0.01291191577911377,0.9095237851142883,0.8976190686225891,0.9285714030265808,relu,16,0.1,0.6,30
58,06/20/21-170952,06/20/21-171016,24.114093780517578,22,0.0070266202092170715,0.9574074149131775,0.949999988079071,0.962992787361145,0.013613547198474407,0.9071428775787354,0.8999999761581421,0.9219512343406677,relu,32,0.07,0.9,30
17,06/20/21-164326,06/20/21-164415,48.69762468338013,30,0.009677058085799217,0.9394180178642273,0.9285714030265808,0.9514773488044739,0.01618034951388836,0.9023809432983398,0.8809523582458496,0.9158415794372559,relu,16,0.07,0.6,30
71,06/20/21-171643,06/20/21-171714,31.29650592803955,30,0.007463233545422554,0.9544973373413086,0.946825385093689,0.963132381439209,0.015158729627728462,0.9023809432983398,0.8833333253860474,0.9093137383460999,relu,32,0.3,0.3,30
3,06/20/21-163219,06/20/21-163308,48.5666139125824,30,0.013589685782790184,0.9150793552398682,0.8941798806190491,0.9349930882453918,0.016324223950505257,0.8952381014823914,0.8714285492897034,0.9195979833602905,relu,16,0.01,0.9,30
21,06/20/21-164638,06/20/21-164729,50.84371519088745,30,0.011403615586459637,0.929894208908081,0.9105820059776306,0.9456043839454651,0.01584821566939354,0.8928571343421936,0.8714285492897034,0.9081885814666748,relu,16,0.09,0.3,30
67,06/20/21-171440,06/20/21-171511,30.382572650909424,30,0.011398441158235073,0.9280423521995544,0.9105820059776306,0.944307267665863,0.01651538349688053,0.8904761672019958,0.8642857074737549,0.9166666865348816,relu,32,0.1,0.6,30
16,06/20/21-164237,06/20/21-164326,49.27375102043152,29,0.013698571361601353,0.9116402268409729,0.8915343880653381,0.9342944025993347,0.01785348914563656,0.8880952596664429,0.8714285492897034,0.9081885814666748,relu,16,0.07,0.3,30
44,06/20/21-170234,06/20/21-170306,31.950395107269287,30,0.013559461571276188,0.9113756418228149,0.8880952596664429,0.9353580474853516,0.01844157464802265,0.8857142925262451,0.8619047403335571,0.9072681665420532,relu,32,0.01,0.95,30
30,06/20/21-165347,06/20/21-165435,48.02979373931885,30,0.005417192354798317,0.9669312238693237,0.9608465433120728,0.9721627235412598,0.016728302463889122,0.8857142925262451,0.8785714507102966,0.9066339135169983,relu,16,0.3,0.0,30
12,06/20/21-163931,06/20/21-164019,47.94870615005493,30,0.012033136561512947,0.9203703999519348,0.902910053730011,0.9402203559875488,0.01786823756992817,0.8833333253860474,0.8619047403335571,0.9027431607246399,relu,16,0.05,0.6,30
25,06/20/21-164954,06/20/21-165042,48.54823851585388,30,0.012683883309364319,0.9198412895202637,0.8992063403129578,0.9389503002166748,0.018721558153629303,0.8833333253860474,0.8428571224212646,0.9030612111091614,relu,16,0.1,0.0,30
