(0.85401, {'act_fn': 'relu', 'client_lr': 0.01, 'server_lr': 0.5, 'client_momentum': 0.01, 'server_momentum': 0.6, 'batch_size': 8, 'epochs_per_round': 2, 'rounds': 30, 'runs': 1, 'skew': 5.0})
(0.8512504, {'act_fn': 'relu', 'client_lr': 0.01, 'server_lr': 0.5, 'client_momentum': 0.01, 'server_momentum': 0.3, 'batch_size': 8, 'epochs_per_round': 2, 'rounds': 30, 'runs': 1, 'skew': 5.0})
(0.85034776, {'act_fn': 'relu', 'client_lr': 0.01, 'server_lr': 0.3, 'client_momentum': 0.01, 'server_momentum': 0.6, 'batch_size': 8, 'epochs_per_round': 2, 'rounds': 30, 'runs': 1, 'skew': 5.0})
(0.8493849, {'act_fn': 'relu', 'client_lr': 0.01, 'server_lr': 0.5, 'client_momentum': 0.01, 'server_momentum': 0.6, 'batch_size': 16, 'epochs_per_round': 2, 'rounds': 30, 'runs': 1, 'skew': 5.0})
(0.84855103, {'act_fn': 'relu', 'client_lr': 0.01, 'server_lr': 0.5, 'client_momentum': 0.01, 'server_momentum': 0.9, 'batch_size': 8, 'epochs_per_round': 2, 'rounds': 30, 'runs': 1, 'skew': 5.0})
(0.84750223, {'act_fn': 'relu', 'client_lr': 0.01, 'server_lr': 0.5, 'client_momentum': 0.01, 'server_momentum': 0.9, 'batch_size': 16, 'epochs_per_round': 2, 'rounds': 30, 'runs': 1, 'skew': 5.0})
(0.8473561, {'act_fn': 'relu', 'client_lr': 0.01, 'server_lr': 0.5, 'client_momentum': 0.01, 'server_momentum': 0.0, 'batch_size': 8, 'epochs_per_round': 2, 'rounds': 30, 'runs': 1, 'skew': 5.0})
(0.8447599, {'act_fn': 'relu', 'client_lr': 0.01, 'server_lr': 0.3, 'client_momentum': 0.01, 'server_momentum': 0.9, 'batch_size': 8, 'epochs_per_round': 2, 'rounds': 30, 'runs': 1, 'skew': 5.0})
(0.84468246, {'act_fn': 'relu', 'client_lr': 0.01, 'server_lr': 0.3, 'client_momentum': 0.01, 'server_momentum': 0.3, 'batch_size': 8, 'epochs_per_round': 2, 'rounds': 30, 'runs': 1, 'skew': 5.0})
(0.844373, {'act_fn': 'relu', 'client_lr': 0.01, 'server_lr': 0.5, 'client_momentum': 0.01, 'server_momentum': 0.3, 'batch_size': 16, 'epochs_per_round': 2, 'rounds': 30, 'runs': 1, 'skew': 5.0})
(0.84336716, {'act_fn': 'relu', 'client_lr': 0.01, 'server_lr': 0.3, 'client_momentum': 0.01, 'server_momentum': 0.6, 'batch_size': 16, 'epochs_per_round': 2, 'rounds': 30, 'runs': 1, 'skew': 5.0})
