,clientID,client_lr,client_mom,batch_size,loss,accuracy
1276,16,0.1836734693877551,0.9473684210526315,16,0.01692745834589,0.8902862071990967
1274,16,0.5918367346938775,0.9473684210526315,32,0.0166817028075456,0.8872506618499756
1275,16,0.0816326530612245,0.9999999999999999,16,0.0183703601360321,0.8785776495933533
1273,16,0.163265306122449,0.9999999999999999,16,0.0201241206377744,0.8677363395690918
1272,16,0.163265306122449,0.9473684210526315,16,0.0219949763268232,0.8508239388465881
1278,16,0.5918367346938775,0.631578947368421,16,0.0239949356764554,0.8412836194038391
1279,16,0.12244897959183676,0.9999999999999999,16,0.0240976549685001,0.8395490050315857
1285,16,0.0816326530612245,0.9999999999999999,32,0.0253776554018259,0.8343451619148254
1287,16,0.1836734693877551,0.9999999999999999,32,0.0243510100990533,0.8330442309379578
1284,16,0.163265306122449,0.9999999999999999,32,0.0255580116063356,0.8196010589599609
