,clientID,client_lr,client_mom,batch_size,loss,accuracy
800,10,1.0,0.9999999999999999,16,0.0033281682990491,0.8609247207641602
792,10,0.5918367346938775,0.9999999999999999,16,0.0033318737987428,0.8602651953697205
794,10,1.0,0.9999999999999999,32,0.0034828938078135,0.8549887537956238
799,10,1.0,0.9473684210526315,16,0.0034456548746675,0.8548295497894287
798,10,0.5918367346938775,0.9473684210526315,16,0.0035443203523755,0.8534194827079773
795,10,1.0,0.9473684210526315,32,0.0035564603749662,0.852782666683197
797,10,0.5918367346938775,0.9999999999999999,32,0.0035455159377306,0.8527598977088928
793,10,0.163265306122449,0.9999999999999999,16,0.0037304507568478,0.845322847366333
796,10,0.5918367346938775,0.9473684210526315,32,0.0037791421636939,0.8412063121795654
807,10,0.1836734693877551,0.9999999999999999,16,0.0037438513245433,0.8398644328117371
