,clientID,client_lr,client_mom,batch_size,loss,accuracy
177,2,1.0,0.9473684210526315,16,0.004034440498799,0.9765625
1857,2,1.0,0.9473684210526315,16,0.004034440498799,0.9765625
1858,2,0.5918367346938775,0.9999999999999999,32,0.0045982310548424,0.9765625
178,2,0.5918367346938775,0.9999999999999999,32,0.0045982310548424,0.9765625
179,2,1.0,0.9999999999999999,32,0.0061855944804847,0.9661458134651184
1859,2,1.0,0.9999999999999999,32,0.0061855944804847,0.9661458134651184
186,2,0.1836734693877551,0.9999999999999999,16,0.0062078260816633,0.9609375
1866,2,0.1836734693877551,0.9999999999999999,16,0.0062078260816633,0.9609375
188,2,0.5918367346938775,0.9473684210526315,32,0.0074062920175492,0.9583333134651184
1868,2,0.5918367346938775,0.9473684210526315,32,0.0074062920175492,0.9583333134651184
