,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
20,12/11/22-171300,12/11/22-171311,11.334245920181274,27,0.07976923882961273,0.3163841664791107,0.06779661029577255,0.5538461804389954,0.07521533221006393,0.4067796468734741,0.050847455859184265,0.4285714328289032,relu,0.5,0.0,8,30
22,12/11/22-171325,12/11/22-171337,12.210062503814697,28,0.08155206590890884,0.31826743483543396,0.04143126308917999,0.523809552192688,0.07362736761569977,0.37288135290145874,0.10169491171836853,0.75,relu,0.5,0.6,8,30
21,12/11/22-171312,12/11/22-171325,12.83692741394043,30,0.07813199609518051,0.33145010471343994,0.0903954803943634,0.5853658318519592,0.0764181986451149,0.33898305892944336,0.06779661029577255,0.5714285969734192,relu,0.5,0.3,8,30
15,12/11/22-171202,12/11/22-171215,12.89828109741211,30,0.07858595252037048,0.35216572880744934,0.09792843461036682,0.5777778029441833,0.07832486927509308,0.32203391194343567,0.033898305147886276,0.4000000059604645,relu,0.1,0.9,8,30
19,12/11/22-171247,12/11/22-171300,12.73024582862854,30,0.08780383318662643,0.19585686922073364,0.0075329565443098545,0.800000011920929,0.08652849495410919,0.3050847351551056,0.0,0.0,relu,0.3,0.9,8,30
5,12/11/22-171032,12/11/22-171041,8.97329306602478,20,0.08919297903776169,0.12617702782154083,0.0,0.0,0.08744996041059494,0.3050847351551056,0.0,0.0,relu,0.03,0.3,8,30
18,12/11/22-171234,12/11/22-171247,13.043212652206421,30,0.07853438705205917,0.34274953603744507,0.08097928762435913,0.5512820482254028,0.07613575458526611,0.2881355881690979,0.06779661029577255,0.6666666865348816,relu,0.3,0.6,8,30
16,12/11/22-171216,12/11/22-171226,10.23206901550293,24,0.08322222530841827,0.2806026339530945,0.02636534906923771,0.4117647111415863,0.07819709181785583,0.2881355881690979,0.0,0.0,relu,0.3,0.0,8,30
12,12/11/22-171133,12/11/22-171145,11.75168228149414,28,0.08560678362846375,0.2429378479719162,0.0018832391360774636,0.3333333432674408,0.08052629232406616,0.2711864411830902,0.0,0.0,relu,0.1,0.0,8,30
3,12/11/22-171013,12/11/22-171022,9.730910062789917,22,0.08630363643169403,0.20715631544589996,0.0,0.0,0.08193612843751907,0.2711864411830902,0.0,0.0,relu,0.01,0.9,8,30
9,12/11/22-171105,12/11/22-171115,10.433518171310425,24,0.08562380820512772,0.22787193953990936,0.0037664782721549273,0.3333333432674408,0.08139832317829132,0.2711864411830902,0.0,0.0,relu,0.05,0.3,8,30
11,12/11/22-171124,12/11/22-171133,8.363158226013184,18,0.08656156808137894,0.18267419934272766,0.0018832391360774636,0.1428571492433548,0.08366479724645615,0.2542372941970825,0.0,0.0,relu,0.05,0.9,8,30
13,12/11/22-171145,12/11/22-171155,10.431289911270142,24,0.08627436310052872,0.2015065848827362,0.0,0.0,0.08119665831327438,0.2542372941970825,0.0,0.0,relu,0.1,0.3,8,30
14,12/11/22-171155,12/11/22-171202,6.704317569732666,14,0.08686061203479767,0.17514124512672424,0.0037664782721549273,1.0,0.08207428455352783,0.2542372941970825,0.0,0.0,relu,0.1,0.6,8,30
6,12/11/22-171041,12/11/22-171049,8.575444459915161,19,0.0880194753408432,0.16760829091072083,0.0,0.0,0.08561049401760101,0.23728813230991364,0.0,0.0,relu,0.03,0.6,8,30
2,12/11/22-171003,12/11/22-171012,9.744192361831665,22,0.08926866948604584,0.14124293625354767,0.0,0.0,0.0888153687119484,0.23728813230991364,0.0,0.0,relu,0.01,0.6,8,30
8,12/11/22-171057,12/11/22-171104,7.748734951019287,17,0.0893021672964096,0.13935969769954681,0.0,0.0,0.0888960063457489,0.22033898532390594,0.0,0.0,relu,0.05,0.0,8,30
10,12/11/22-171115,12/11/22-171124,8.545576572418213,19,0.08640380948781967,0.2222222238779068,0.0018832391360774636,0.3333333432674408,0.0832606628537178,0.22033898532390594,0.0,0.0,relu,0.05,0.6,8,30
17,12/11/22-171226,12/11/22-171234,7.536617994308472,16,0.08568864315748215,0.20338982343673706,0.0075329565443098545,0.5,0.08228801935911179,0.22033898532390594,0.0,0.0,relu,0.3,0.3,8,30
0,12/11/22-170944,12/11/22-170954,9.876497745513916,23,0.09019502997398376,0.09227871894836426,0.0,0.0,0.08949032425880432,0.18644067645072937,0.0,0.0,relu,0.01,0.0,8,30
7,12/11/22-171050,12/11/22-171056,6.726656198501587,14,0.08592008054256439,0.19209039211273193,0.0037664782721549273,0.4000000059604645,0.08160114288330078,0.18644067645072937,0.0,0.0,relu,0.03,0.9,8,30
1,12/11/22-170954,12/11/22-171002,7.885649919509888,17,0.09000036120414734,0.12241054326295853,0.0,0.0,0.08964696526527405,0.16949152946472168,0.0,0.0,relu,0.01,0.3,8,30
23,12/11/22-171337,12/11/22-171344,6.871034622192383,14,0.0899418368935585,0.11487758904695511,0.0,0.0,0.08979674428701401,0.16949152946472168,0.0,0.0,relu,0.5,0.9,8,30
4,12/11/22-171023,12/11/22-171031,8.834235668182373,20,0.08922628313302994,0.13935969769954681,0.0,0.0,0.08858183026313782,0.1525423675775528,0.0,0.0,relu,0.03,0.0,8,30
