,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
3,12/12/22-140714,12/12/22-140716,2.133002281188965,12,0.08885486423969269,0.1944444477558136,0.0,0.0,0.0916418507695198,0.125,0.0,0.0,relu,0.01,0.9,8,30
21,12/12/22-140756,12/12/22-140758,2.1081860065460205,11,0.08790469914674759,0.2361111044883728,0.0,0.0,0.09128530323505402,0.125,0.0,0.0,relu,0.5,0.3,8,30
5,12/12/22-140718,12/12/22-140720,2.077913284301758,11,0.09138265252113342,0.0416666679084301,0.0,0.0,0.09009180963039398,0.125,0.0,0.0,relu,0.03,0.3,8,30
20,12/12/22-140753,12/12/22-140755,2.112887382507324,12,0.08765175938606262,0.2638888955116272,0.0,0.0,0.09151595830917358,0.125,0.0,0.0,relu,0.5,0.0,8,30
11,12/12/22-140732,12/12/22-140735,2.218954563140869,13,0.0853523388504982,0.25,0.013888888992369175,0.5,0.09221875667572021,0.125,0.0,0.0,relu,0.05,0.9,8,30
1,12/12/22-140709,12/12/22-140711,2.2738397121429443,14,0.0926644504070282,0.0416666679084301,0.0,0.0,0.08985917270183563,0.125,0.0,0.0,relu,0.01,0.3,8,30
0,12/12/22-140707,12/12/22-140709,2.037403106689453,11,0.09374463558197021,0.0694444477558136,0.0,0.0,0.09073168784379959,0.0,0.0,0.0,relu,0.01,0.0,8,30
14,12/12/22-140739,12/12/22-140742,2.0758960247039795,11,0.09048241376876831,0.0833333358168602,0.0,0.0,0.09202513098716736,0.0,0.0,0.0,relu,0.1,0.6,8,30
22,12/12/22-140758,12/12/22-140800,2.128941059112549,11,0.09033133834600449,0.1388888955116272,0.02777777798473835,0.3333333432674408,0.09152016043663025,0.0,0.0,0.0,relu,0.5,0.6,8,30
19,12/12/22-140751,12/12/22-140753,2.0510878562927246,11,0.08907416462898254,0.1527777761220932,0.0,0.0,0.09303716570138931,0.0,0.0,0.0,relu,0.3,0.9,8,30
18,12/12/22-140749,12/12/22-140751,2.099736213684082,11,0.08900377154350281,0.2222222238779068,0.0,0.0,0.09233790636062622,0.0,0.0,0.0,relu,0.3,0.6,8,30
17,12/12/22-140746,12/12/22-140748,2.072204113006592,11,0.08888959884643555,0.1527777761220932,0.0,0.0,0.0905616283416748,0.0,0.0,0.0,relu,0.3,0.3,8,30
16,12/12/22-140744,12/12/22-140746,2.0332086086273193,11,0.08831537514925003,0.2083333283662796,0.0,0.0,0.0917474776506424,0.0,0.0,0.0,relu,0.3,0.0,8,30
15,12/12/22-140742,12/12/22-140744,2.0786080360412598,11,0.08900834619998932,0.1944444477558136,0.0,0.0,0.09199853986501694,0.0,0.0,0.0,relu,0.1,0.9,8,30
12,12/12/22-140735,12/12/22-140737,2.0135116577148438,11,0.09021901339292526,0.1805555522441864,0.0,0.0,0.09140507876873016,0.0,0.0,0.0,relu,0.1,0.0,8,30
13,12/12/22-140737,12/12/22-140739,2.1058542728424072,11,0.09035712480545044,0.1388888955116272,0.0,0.0,0.0899922102689743,0.0,0.0,0.0,relu,0.1,0.3,8,30
10,12/12/22-140730,12/12/22-140732,2.2088770866394043,13,0.08838806301355362,0.2222222238779068,0.0,0.0,0.09115435183048248,0.0,0.0,0.0,relu,0.05,0.6,8,30
9,12/12/22-140728,12/12/22-140730,2.0892174243927,11,0.09011093527078629,0.1805555522441864,0.0,0.0,0.09232738614082336,0.0,0.0,0.0,relu,0.05,0.3,8,30
8,12/12/22-140725,12/12/22-140727,2.0235483646392822,11,0.09078323096036911,0.0833333358168602,0.0,0.0,0.0919603556394577,0.0,0.0,0.0,relu,0.05,0.0,8,30
7,12/12/22-140723,12/12/22-140725,2.0758910179138184,11,0.08941121399402618,0.125,0.0,0.0,0.0908636599779129,0.0,0.0,0.0,relu,0.03,0.9,8,30
6,12/12/22-140721,12/12/22-140723,2.0752639770507812,11,0.08975231647491455,0.0972222238779068,0.0,0.0,0.09232667088508606,0.0,0.0,0.0,relu,0.03,0.6,8,30
4,12/12/22-140716,12/12/22-140718,2.010941505432129,11,0.09044496715068817,0.1111111119389534,0.0,0.0,0.09019674360752106,0.0,0.0,0.0,relu,0.03,0.0,8,30
2,12/12/22-140711,12/12/22-140713,2.0783519744873047,11,0.09036462754011154,0.125,0.0,0.0,0.09226655960083008,0.0,0.0,0.0,relu,0.01,0.6,8,30
23,12/12/22-140800,12/12/22-140803,2.264177083969116,13,0.08846060186624527,0.1527777761220932,0.0,0.0,0.0930914655327797,0.0,0.0,0.0,relu,0.5,0.9,8,30
