,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
15,12/12/22-105239,12/12/22-105309,30.337068796157837,30,0.06934008747339249,0.4436717629432678,0.2148817777633667,0.6616702079772949,0.0701349601149559,0.4375,0.17499999701976776,0.6829268336296082,relu,0.1,0.9,8,30
20,12/12/22-105511,12/12/22-105541,29.791065216064453,30,0.07185492664575577,0.43184977769851685,0.18428373336791992,0.6370192170143127,0.07199635356664658,0.4312500059604645,0.18125000596046448,0.6170212626457214,relu,0.5,0.0,8,30
18,12/12/22-105410,12/12/22-105440,30.47581148147583,30,0.06939095258712769,0.4478442370891571,0.21210013329982758,0.6545064449310303,0.07298669964075089,0.42500001192092896,0.16875000298023224,0.6000000238418579,relu,0.3,0.6,8,30
21,12/12/22-105541,12/12/22-105611,30.380061149597168,30,0.06738858669996262,0.47218358516693115,0.25730180740356445,0.6890130639076233,0.074429452419281,0.41874998807907104,0.13124999403953552,0.6176470518112183,relu,0.5,0.3,8,30
22,12/12/22-105612,12/12/22-105640,28.53909945487976,28,0.06833474338054657,0.4659248888492584,0.25660640001296997,0.6696914434432983,0.06980421394109726,0.41874998807907104,0.23749999701976776,0.60317462682724,relu,0.5,0.6,8,30
16,12/12/22-105309,12/12/22-105339,29.72929859161377,30,0.07297481596469879,0.3936022222042084,0.13282336294651031,0.6452702879905701,0.07304702699184418,0.4124999940395355,0.13124999403953552,0.7241379022598267,relu,0.3,0.0,8,30
7,12/12/22-104842,12/12/22-104912,30.43309712409973,30,0.07340873777866364,0.3991655111312866,0.1557719111442566,0.6136986017227173,0.07390321791172028,0.39375001192092896,0.13124999403953552,0.807692289352417,relu,0.03,0.9,8,30
17,12/12/22-105339,12/12/22-105410,30.18615460395813,30,0.06960747390985489,0.43463143706321716,0.2037552148103714,0.6943128108978271,0.07493790239095688,0.3812499940395355,0.20000000298023224,0.581818163394928,relu,0.3,0.3,8,30
11,12/12/22-105037,12/12/22-105108,30.120611906051636,30,0.07356734573841095,0.39429762959480286,0.15299026668071747,0.6451612710952759,0.07384096831083298,0.3687500059604645,0.17499999701976776,0.7368420958518982,relu,0.05,0.9,8,30
14,12/12/22-105208,12/12/22-105239,30.355454921722412,30,0.07356669008731842,0.4005563259124756,0.14325451850891113,0.6112759709358215,0.07614122331142426,0.36250001192092896,0.11249999701976776,0.6206896305084229,relu,0.1,0.6,8,30
13,12/12/22-105138,12/12/22-105208,30.231433868408203,30,0.07717280834913254,0.3511821925640106,0.08414464443922043,0.5817307829856873,0.0787443071603775,0.34375,0.02500000037252903,0.5,relu,0.1,0.3,8,30
3,12/12/22-104701,12/12/22-104728,27.33722162246704,27,0.0798974335193634,0.31015297770500183,0.05215577036142349,0.5769230723381042,0.08083905279636383,0.34375,0.0625,0.4761904776096344,relu,0.01,0.9,8,30
12,12/12/22-105108,12/12/22-105138,29.777564525604248,30,0.08046355843544006,0.3178024888038635,0.05632823333144188,0.5364238619804382,0.0812888890504837,0.34375,0.012500000186264515,0.4000000059604645,relu,0.1,0.0,8,30
10,12/12/22-105013,12/12/22-105037,24.47028088569641,24,0.08021142333745956,0.3261474370956421,0.059805285185575485,0.5931034684181213,0.08030989021062851,0.33125001192092896,0.0062500000931322575,0.25,relu,0.05,0.6,8,30
8,12/12/22-104913,12/12/22-104942,29.541508436203003,30,0.08352748304605484,0.26495131850242615,0.015299026854336262,0.4680851101875305,0.08341619372367859,0.30000001192092896,0.012500000186264515,1.0,relu,0.05,0.0,8,30
19,12/12/22-105441,12/12/22-105511,30.203994274139404,30,0.08046326786279678,0.3066759407520294,0.06954102963209152,0.54347825050354,0.08070652186870575,0.30000001192092896,0.125,0.5128205418586731,relu,0.3,0.9,8,30
9,12/12/22-104942,12/12/22-105013,30.21868634223938,30,0.08111486583948135,0.2962447702884674,0.04937412962317467,0.5378788113594055,0.08215514570474625,0.29374998807907104,0.012500000186264515,0.2857142984867096,relu,0.05,0.3,8,30
6,12/12/22-104811,12/12/22-104842,30.305449962615967,30,0.08171159029006958,0.2858136296272278,0.031988874077796936,0.6052631735801697,0.08399946987628937,0.26875001192092896,0.0062500000931322575,0.1111111119389534,relu,0.03,0.6,8,30
4,12/12/22-104728,12/12/22-104758,29.497918605804443,30,0.08441909402608871,0.23991654813289642,0.01112656481564045,0.5,0.08518416434526443,0.25,0.0,0.0,relu,0.03,0.0,8,30
2,12/12/22-104633,12/12/22-104701,27.219343185424805,27,0.0858449712395668,0.19332405924797058,0.00904033426195383,0.5,0.08679453283548355,0.16249999403953552,0.0,0.0,relu,0.01,0.6,8,30
5,12/12/22-104758,12/12/22-104811,12.928200244903564,12,0.08959727734327316,0.13560500741004944,0.0,0.0,0.08964351564645767,0.08749999850988388,0.0,0.0,relu,0.03,0.3,8,30
1,12/12/22-104618,12/12/22-104633,14.85222578048706,14,0.09001271426677704,0.10848400741815567,0.0,0.0,0.08974364399909973,0.07500000298023224,0.0,0.0,relu,0.01,0.3,8,30
0,12/12/22-104603,12/12/22-104618,14.735732316970825,14,0.08984988182783127,0.1223922148346901,0.0,0.0,0.08984387665987015,0.06875000149011612,0.0,0.0,relu,0.01,0.0,8,30
23,12/12/22-105640,12/12/22-105655,14.95153021812439,14,0.09004499018192291,0.1036161333322525,0.0,0.0,0.0901651531457901,0.0625,0.0,0.0,relu,0.5,0.9,8,30
