,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
13,12/12/22-140546,12/12/22-140548,2.3672404289245605,13,0.08939997851848602,0.10606060922145844,0.0,0.0,0.08893657475709915,0.25,0.0,0.0,relu,0.1,0.3,8,30
3,12/12/22-140519,12/12/22-140522,2.295487642288208,12,0.08996927738189697,0.13636364042758942,0.0,0.0,0.08869534730911255,0.25,0.0,0.0,relu,0.01,0.9,8,30
18,12/12/22-140559,12/12/22-140602,2.362717628479004,13,0.0897071436047554,0.10606060922145844,0.0,0.0,0.08870957791805267,0.25,0.0,0.0,relu,0.3,0.6,8,30
8,12/12/22-140533,12/12/22-140535,2.5349552631378174,16,0.09120102971792221,0.09090909361839294,0.0,0.0,0.08994081616401672,0.25,0.0,0.0,relu,0.05,0.0,8,30
14,12/12/22-140548,12/12/22-140551,2.8974010944366455,21,0.08775053173303604,0.21212121844291687,0.0,0.0,0.08831542730331421,0.25,0.0,0.0,relu,0.1,0.6,8,30
0,12/12/22-140512,12/12/22-140514,2.1620795726776123,11,0.09026109427213669,0.10606060922145844,0.0,0.0,0.08925963938236237,0.125,0.0,0.0,relu,0.01,0.0,8,30
22,12/12/22-140610,12/12/22-140612,2.6740167140960693,17,0.08946999162435532,0.10606060922145844,0.0,0.0,0.08947144448757172,0.125,0.0,0.0,relu,0.5,0.6,8,30
21,12/12/22-140607,12/12/22-140609,2.318164348602295,12,0.08941037952899933,0.13636364042758942,0.0,0.0,0.0889667421579361,0.125,0.0,0.0,relu,0.5,0.3,8,30
20,12/12/22-140604,12/12/22-140607,2.2511818408966064,12,0.08941227197647095,0.19696970283985138,0.0,0.0,0.0963083803653717,0.125,0.125,0.3333333432674408,relu,0.5,0.0,8,30
19,12/12/22-140602,12/12/22-140604,2.2293691635131836,11,0.08954083919525146,0.10606060922145844,0.0,0.0,0.08974918723106384,0.125,0.0,0.0,relu,0.3,0.9,8,30
17,12/12/22-140556,12/12/22-140559,2.701620578765869,18,0.09228286892175674,0.1818181872367859,0.04545454680919647,0.3333333432674408,0.08900775015354156,0.125,0.0,0.0,relu,0.3,0.3,8,30
16,12/12/22-140554,12/12/22-140556,2.2695579528808594,12,0.09038881957530975,0.13636364042758942,0.0,0.0,0.08959122747182846,0.125,0.0,0.0,relu,0.3,0.0,8,30
15,12/12/22-140551,12/12/22-140554,2.2412052154541016,11,0.08918125182390213,0.13636364042758942,0.0,0.0,0.08805602788925171,0.125,0.0,0.0,relu,0.1,0.9,8,30
12,12/12/22-140543,12/12/22-140545,2.2445826530456543,12,0.08959104120731354,0.1666666716337204,0.0,0.0,0.08943545818328857,0.125,0.0,0.0,relu,0.1,0.0,8,30
11,12/12/22-140541,12/12/22-140543,2.279101610183716,12,0.0892304927110672,0.1666666716337204,0.0,0.0,0.08912378549575806,0.125,0.0,0.0,relu,0.05,0.9,8,30
10,12/12/22-140538,12/12/22-140540,2.3968982696533203,14,0.08825504779815674,0.1818181872367859,0.0,0.0,0.0891631543636322,0.125,0.0,0.0,relu,0.05,0.6,8,30
9,12/12/22-140536,12/12/22-140538,2.2371673583984375,11,0.09009354561567307,0.12121212482452393,0.0,0.0,0.08977432548999786,0.125,0.0,0.0,relu,0.05,0.3,8,30
7,12/12/22-140529,12/12/22-140533,3.1655683517456055,23,0.08680617809295654,0.25757575035095215,0.0,0.0,0.08745793998241425,0.125,0.0,0.0,relu,0.03,0.9,8,30
6,12/12/22-140527,12/12/22-140529,2.247239589691162,11,0.09037680178880692,0.12121212482452393,0.0,0.0,0.08934745192527771,0.125,0.0,0.0,relu,0.03,0.6,8,30
5,12/12/22-140524,12/12/22-140527,2.1868810653686523,11,0.09071940928697586,0.10606060922145844,0.0,0.0,0.08941683173179626,0.125,0.0,0.0,relu,0.03,0.3,8,30
4,12/12/22-140522,12/12/22-140524,2.1495821475982666,11,0.09016793966293335,0.12121212482452393,0.0,0.0,0.08889549225568771,0.125,0.0,0.0,relu,0.03,0.0,8,30
23,12/12/22-140612,12/12/22-140615,2.6427276134490967,17,0.08959086984395981,0.1818181872367859,0.0,0.0,0.0897676944732666,0.125,0.0,0.0,relu,0.5,0.9,8,30
1,12/12/22-140514,12/12/22-140516,2.2107510566711426,11,0.09307654201984406,0.03030303120613098,0.0,0.0,0.08965122699737549,0.0,0.0,0.0,relu,0.01,0.3,8,30
2,12/12/22-140517,12/12/22-140519,2.558126449584961,16,0.09103160351514816,0.06060606241226196,0.0,0.0,0.08983470499515533,0.0,0.0,0.0,relu,0.01,0.6,8,30
