,clientID,client_lr,client_mom,batch_size,loss,accuracy
713,9,0.5918367346938775,0.9999999999999999,16,0.0013072014553472,0.9493341445922852
714,9,1.0,0.9999999999999999,32,0.0013094414025545,0.9491302967071532
716,9,1.0,0.631578947368421,16,0.0013405869249254,0.9481563568115234
712,9,1.0,0.9473684210526315,16,0.0013535633916035,0.9479751586914062
715,9,1.0,0.9473684210526315,32,0.0013650120235979,0.9477939605712892
724,9,0.5918367346938775,0.9999999999999999,32,0.0014157048426568,0.9453479051589966
717,9,0.5918367346938775,0.9473684210526315,16,0.0014274778077378,0.9446457624435424
721,9,1.0,0.9999999999999999,16,0.0014258143492043,0.9444419145584106
718,9,0.1836734693877551,0.9999999999999999,16,0.0014665345661342,0.9433321356773376
719,9,0.163265306122449,0.9999999999999999,16,0.0015240237116813,0.9412031173706056
