,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
20,12/12/22-173255,12/12/22-173330,35.4434974193573,30,0.0652916356921196,0.4834710657596588,0.2804751992225647,0.6804511547088623,0.06564690172672272,0.4861111044883728,0.25462964177131653,0.6962025165557861,relu,0.5,0.0,8,30
22,12/12/22-173407,12/12/22-173443,36.11782622337341,30,0.06305208802223206,0.5165289044380188,0.3052685856819153,0.7060931921005249,0.068105548620224,0.4722222089767456,0.28240740299224854,0.6559139490127563,relu,0.5,0.6,8,30
17,12/12/22-173106,12/12/22-173142,36.02883505821228,30,0.06620278209447861,0.4736570119857788,0.25774794816970825,0.6854395866394043,0.06445194035768509,0.46296295523643494,0.26851850748062134,0.7532467246055603,relu,0.3,0.3,8,30
21,12/12/22-173330,12/12/22-173406,36.06753468513489,30,0.06427639722824097,0.49380165338516235,0.29648759961128235,0.6833333373069763,0.06545692682266235,0.46296295523643494,0.2777777910232544,0.7317073345184326,relu,0.5,0.3,8,30
11,12/12/22-172729,12/12/22-172805,36.07394218444824,30,0.06637858599424362,0.46745866537094116,0.26756197214126587,0.6990553140640259,0.06590785831212997,0.45370370149612427,0.20370370149612427,0.8148148059844971,relu,0.05,0.9,8,30
14,12/12/22-172917,12/12/22-172953,36.19295072555542,30,0.07148752361536026,0.4251033067703247,0.17975206673145294,0.6492537260055542,0.07204806059598923,0.43518519401550293,0.17592592537403107,0.6440678238868713,relu,0.1,0.6,8,30
7,12/12/22-172504,12/12/22-172541,36.11702013015747,30,0.06948433071374893,0.4431818127632141,0.20712809264659882,0.6606260538101196,0.06938904523849487,0.43518519401550293,0.1944444477558136,0.7118644118309021,relu,0.03,0.9,8,30
15,12/12/22-172954,12/12/22-173030,36.476462602615356,30,0.06622714549303055,0.4762396812438965,0.25206610560417175,0.6873239278793335,0.07096005976200104,0.42129629850387573,0.28240740299224854,0.6100000143051147,relu,0.1,0.9,8,30
16,12/12/22-173030,12/12/22-173106,35.32093119621277,30,0.0697733610868454,0.4375,0.20092974603176117,0.6660959124565125,0.06927444040775299,0.41203704476356506,0.19907407462596893,0.671875,relu,0.3,0.0,8,30
19,12/12/22-173218,12/12/22-173254,36.02794003486633,30,0.0763666108250618,0.36621901392936707,0.14617767930030823,0.5871369242668152,0.07499688118696213,0.37962964177131653,0.15740740299224854,0.6071428656578064,relu,0.3,0.9,8,30
10,12/12/22-172653,12/12/22-172729,36.10266304016113,30,0.07521671801805496,0.37396693229675293,0.12448347359895706,0.5995025038719177,0.07388469576835632,0.36574074625968933,0.11574073880910873,0.7352941036224365,relu,0.05,0.6,8,30
3,12/12/22-172239,12/12/22-172315,36.35872936248779,30,0.0788678377866745,0.3398760259151459,0.07592975348234177,0.5632184147834778,0.07613273710012436,0.35648149251937866,0.06481481343507767,0.6363636255264282,relu,0.01,0.9,8,30
13,12/12/22-172841,12/12/22-172917,36.02090382575989,30,0.0753495991230011,0.37964877486228943,0.11208678036928177,0.6164772510528564,0.07307970523834229,0.3472222089767456,0.1388888955116272,0.6521739363670349,relu,0.1,0.3,8,30
18,12/12/22-173142,12/12/22-173218,36.02904486656189,30,0.0621204636991024,0.5206611752510071,0.33574381470680237,0.7027027010917664,0.08187074959278107,0.32870370149612427,0.18518517911434174,0.47058823704719543,relu,0.3,0.6,8,30
12,12/12/22-172805,12/12/22-172841,35.237104654312134,30,0.07821143418550491,0.3378099203109741,0.08057851344347,0.6315789222717285,0.07889383286237717,0.32870370149612427,0.10648148506879807,0.5,relu,0.1,0.0,8,30
8,12/12/22-172541,12/12/22-172616,35.207841873168945,30,0.08156562596559525,0.31198346614837646,0.03460743650794029,0.5726495981216431,0.07928618788719177,0.32407405972480774,0.02777777798473835,0.5,relu,0.05,0.0,8,30
9,12/12/22-172616,12/12/22-172652,36.20934343338013,30,0.08020031452178955,0.3238636255264282,0.05681818351149559,0.5978260636329651,0.07964397966861725,0.3194444477558136,0.06481481343507767,0.6086956262588501,relu,0.05,0.3,8,30
6,12/12/22-172428,12/12/22-172504,36.61814332008362,30,0.07996881008148193,0.3295454680919647,0.05733470991253853,0.5663265585899353,0.07826283574104309,0.31018519401550293,0.06481481343507767,0.699999988079071,relu,0.03,0.6,8,30
5,12/12/22-172351,12/12/22-172427,36.3856406211853,30,0.08375751972198486,0.2665289342403412,0.02376032993197441,0.6301369667053223,0.08440060913562775,0.2916666567325592,0.0416666679084301,0.529411792755127,relu,0.03,0.3,8,30
4,12/12/22-172316,12/12/22-172351,35.06796956062317,30,0.08494873344898224,0.23450413346290588,0.01549586746841669,0.6521739363670349,0.08439970761537552,0.24537037312984467,0.018518518656492233,0.6666666865348816,relu,0.03,0.0,8,30
23,12/12/22-173443,12/12/22-173502,18.83150029182434,15,0.08899040520191193,0.14979338645935059,0.0,0.0,0.08707556128501892,0.17592592537403107,0.0,0.0,relu,0.5,0.9,8,30
2,12/12/22-172225,12/12/22-172239,14.127782344818115,11,0.0884920209646225,0.16838842630386353,0.00413223123177886,0.5,0.08811317384243011,0.15740740299224854,0.0,0.0,relu,0.01,0.6,8,30
0,12/12/22-172151,12/12/22-172205,14.86936902999878,12,0.08981597423553467,0.10898759961128235,0.0,0.0,0.08953618258237839,0.14351852238178253,0.0,0.0,relu,0.01,0.0,8,30
1,12/12/22-172206,12/12/22-172224,18.71695876121521,15,0.08952987194061279,0.13946281373500824,0.0,0.0,0.0894119068980217,0.12962962687015533,0.0,0.0,relu,0.01,0.3,8,30
