,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
22,12/12/22-144714,12/12/22-144731,17.286961793899536,30,0.07607897371053696,0.3557567894458771,0.12419146299362183,0.5962733030319214,0.07303503155708313,0.44186046719551086,0.151162788271904,0.6499999761581421,relu,0.5,0.6,8,30
16,12/12/22-144535,12/12/22-144552,16.898287296295166,30,0.0775587186217308,0.364812433719635,0.09314359724521637,0.5581395626068115,0.07686004042625427,0.43023255467414856,0.12790697813034058,0.523809552192688,relu,0.3,0.0,8,30
9,12/12/22-144338,12/12/22-144356,17.322771787643433,30,0.08457433432340622,0.23673997819423676,0.014230271801352501,0.5789473652839661,0.08171527087688446,0.41860464215278625,0.023255813866853714,0.3333333432674408,relu,0.05,0.3,8,30
15,12/12/22-144518,12/12/22-144535,17.31046485900879,30,0.07475687563419342,0.36869341135025024,0.13583441078662872,0.6069363951683044,0.0791792944073677,0.40697672963142395,0.12790697813034058,0.40740740299224854,relu,0.1,0.9,8,30
10,12/12/22-144356,12/12/22-144414,17.629720211029053,30,0.08428940176963806,0.2509702444076538,0.021992238238453865,0.53125,0.08044025301933289,0.40697672963142395,0.04651162773370743,0.6666666865348816,relu,0.05,0.6,8,30
14,12/12/22-144500,12/12/22-144517,17.428887844085693,30,0.07943546772003174,0.32729625701904297,0.07244502007961273,0.5773195624351501,0.07926283031702042,0.38372093439102173,0.011627906933426857,0.5,relu,0.1,0.6,8,30
20,12/12/22-144644,12/12/22-144701,17.064234256744385,30,0.07599307596683502,0.38551101088523865,0.12289780378341675,0.59375,0.08034466952085495,0.3720930218696594,0.10465116053819656,0.4285714328289032,relu,0.5,0.0,8,30
21,12/12/22-144701,12/12/22-144714,13.124067068099976,22,0.0788571685552597,0.3609314262866974,0.07373867928981781,0.5229358077049255,0.07849743217229843,0.3604651093482971,0.058139536529779434,0.625,relu,0.5,0.3,8,30
7,12/12/22-144313,12/12/22-144330,17.30710792541504,30,0.07864336669445038,0.33893918991088867,0.07891332358121872,0.5596330165863037,0.07845082134008408,0.3604651093482971,0.151162788271904,0.6190476417541504,relu,0.03,0.9,8,30
18,12/12/22-144609,12/12/22-144626,17.36611247062683,30,0.07323700934648514,0.3932729661464691,0.16688227653503418,0.6753926873207092,0.07440262287855148,0.3604651093482971,0.151162788271904,0.6499999761581421,relu,0.3,0.6,8,30
13,12/12/22-144444,12/12/22-144500,15.79660153388977,27,0.08238144963979721,0.27813711762428284,0.04786545783281326,0.6491228342056274,0.08247093111276627,0.3488371968269348,0.058139536529779434,0.4166666567325592,relu,0.1,0.3,8,30
6,12/12/22-144255,12/12/22-144312,17.37117052078247,30,0.08601594716310501,0.2289780080318451,0.007761966437101364,0.3529411852359772,0.0834830105304718,0.3372093141078949,0.023255813866853714,0.4000000059604645,relu,0.03,0.6,8,30
11,12/12/22-144414,12/12/22-144432,17.787503242492676,30,0.07658015936613083,0.36739975214004517,0.12289780378341675,0.6291390657424927,0.08011307567358017,0.3372093141078949,0.08139535039663315,0.4375,relu,0.05,0.9,8,30
17,12/12/22-144552,12/12/22-144609,16.32858920097351,28,0.07785665988922119,0.35705044865608215,0.11642949283123016,0.6164383292198181,0.08251948654651642,0.3139534890651703,0.1627907007932663,0.5,relu,0.3,0.3,8,30
3,12/12/22-144209,12/12/22-144220,10.949694395065308,18,0.0862969234585762,0.21474774181842804,0.007761966437101364,0.4285714328289032,0.08388884365558624,0.2906976640224457,0.011627906933426857,0.3333333432674408,relu,0.01,0.9,8,30
12,12/12/22-144432,12/12/22-144444,11.813974142074585,20,0.08641362935304642,0.21604140102863312,0.015523932874202728,0.6000000238418579,0.08509520441293716,0.2906976640224457,0.0,0.0,relu,0.1,0.0,8,30
19,12/12/22-144626,12/12/22-144643,16.793504238128662,29,0.08401568233966827,0.2574385404586792,0.05045277997851372,0.5270270109176636,0.08403182774782181,0.27906978130340576,0.0,0.0,relu,0.3,0.9,8,30
4,12/12/22-144220,12/12/22-144237,17.004751443862915,30,0.0889056921005249,0.16688227653503418,0.0,0.0,0.0881120041012764,0.23255814611911774,0.0,0.0,relu,0.03,0.0,8,30
0,12/12/22-144126,12/12/22-144143,17.14316463470459,30,0.08966924995183945,0.120310477912426,0.0,0.0,0.08909493684768677,0.20930232107639313,0.0,0.0,relu,0.01,0.0,8,30
5,12/12/22-144238,12/12/22-144255,17.235127925872803,30,0.08720400184392929,0.20181111991405487,0.0025873221457004547,0.3333333432674408,0.08517121523618698,0.20930232107639313,0.0,0.0,relu,0.03,0.3,8,30
8,12/12/22-144330,12/12/22-144338,8.139702081680298,13,0.08910862356424332,0.1371280699968338,0.0,0.0,0.08791505545377731,0.19767442345619202,0.0,0.0,relu,0.05,0.0,8,30
1,12/12/22-144143,12/12/22-144200,17.20439386367798,30,0.08949565142393112,0.13842172920703888,0.0,0.0,0.08917569369077682,0.1860465109348297,0.0,0.0,relu,0.01,0.3,8,30
2,12/12/22-144201,12/12/22-144209,8.312077283859253,13,0.08933555334806442,0.12936609983444214,0.0,0.0,0.08863341063261032,0.151162788271904,0.0,0.0,relu,0.01,0.6,8,30
23,12/12/22-144732,12/12/22-144741,9.451584339141846,15,0.0900237038731575,0.0970245823264122,0.0,0.0,0.09006631374359131,0.09302325546741486,0.0,0.0,relu,0.5,0.9,8,30
