,clientID,client_lr,client_mom,batch_size,loss,accuracy
800,10,0.5918367346938775,0.631578947368421,16,0.0117423385381698,0.9229678511619568
799,10,0.163265306122449,0.9999999999999999,16,0.0129774613305926,0.920132339000702
794,10,0.0816326530612245,0.9999999999999999,16,0.0125479381531476,0.9196597337722778
798,10,0.12244897959183676,0.9999999999999999,16,0.0133967213332653,0.9191871285438538
792,10,1.0,0.631578947368421,16,0.0135816782712936,0.9135160446166992
796,10,0.1836734693877551,0.9473684210526315,16,0.0154658062383532,0.9012287259101868
807,10,0.163265306122449,0.9473684210526315,16,0.015990512445569,0.8979206085205078
801,10,0.12244897959183676,0.9473684210526315,16,0.0165683086961507,0.8965028524398804
809,10,0.12244897959183676,0.9999999999999999,32,0.0163301285356283,0.8955576419830322
804,10,0.1836734693877551,0.9999999999999999,16,0.0172965284436941,0.8922495245933533
