,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,batch_size,client_lr,client_momentum,epochs
33,07/01/21-185939,07/01/21-190249,190.43291640281677,30,0.003786118235439062,0.8412481546401978,0.8101346492767334,0.8819888234138489,0.005029733292758465,0.7875562906265259,0.751125693321228,0.8417431116104126,relu,16,0.3,0.9,30
74,07/01/21-200703,07/01/21-200837,93.58439660072327,27,0.003853146918118,0.8373362421989441,0.8015374541282654,0.8836567997932434,0.005014452151954174,0.7871469259262085,0.7437576651573181,0.828167736530304,relu,32,0.3,0.95,30
79,07/01/21-201426,07/01/21-201607,100.72239565849304,30,0.003495932323858142,0.855667769908905,0.8339246511459351,0.8909894824028015,0.004986505955457687,0.7867376208305359,0.7548096776008606,0.8272768259048462,relu,32,0.5,0.95,30
34,07/01/21-190250,07/01/21-190600,189.99535298347473,30,0.003426786046475172,0.8582150936126709,0.8347434401512146,0.8900907039642334,0.005048299208283424,0.7867376208305359,0.7556283473968506,0.8274316191673279,relu,16,0.3,0.95,30
39,07/01/21-191804,07/01/21-192056,172.76064372062683,27,0.0036174445413053036,0.8494359254837036,0.8240083456039429,0.8822813034057617,0.0052316258661448956,0.7822349667549133,0.7441670298576355,0.8215092420578003,relu,16,0.5,0.95,30
29,07/01/21-184701,07/01/21-185012,190.9616415500641,30,0.003937206696718931,0.8322871327400208,0.8007642030715942,0.8820081353187561,0.0051777479238808155,0.7793696522712708,0.738845705986023,0.831031322479248,relu,16,0.1,0.95,30
38,07/01/21-191523,07/01/21-191803,160.72410321235657,25,0.0037284938152879477,0.844750702381134,0.8131822943687439,0.8856137990951538,0.005269232671707869,0.7789602875709534,0.7470323443412781,0.8235559463500977,relu,16,0.5,0.9,30
78,07/01/21-201243,07/01/21-201426,102.51462697982788,30,0.0038961998652666807,0.8386098742485046,0.8105440139770508,0.8821724057197571,0.005394268315285444,0.7781416177749634,0.7421203255653381,0.8177717924118042,relu,32,0.5,0.9,30
19,07/01/21-182247,07/01/21-182556,189.7464849948883,30,0.004797311965376139,0.797807514667511,0.7560043931007385,0.8577621579170227,0.005638125352561474,0.7650429606437683,0.7146950364112854,0.8228086829185486,relu,16,0.07,0.95,30
24,07/01/21-183523,07/01/21-183832,189.4319019317627,30,0.004263363778591156,0.8190957307815552,0.7829785346984863,0.875266969203949,0.005508192349225283,0.7642242908477783,0.7269750237464905,0.8176795840263367,relu,16,0.09,0.95,30
37,07/01/21-191214,07/01/21-191522,188.58667302131653,30,0.004623936023563147,0.8041302561759949,0.7629184722900391,0.8661433458328247,0.00550945196300745,0.7609496712684631,0.7155137062072754,0.8214285969734192,relu,16,0.5,0.6,30
73,07/01/21-200520,07/01/21-200703,103.14788293838501,30,0.0045313527807593346,0.8054949045181274,0.7657387256622314,0.8694798946380615,0.005659860093146563,0.7556283473968506,0.7106017470359802,0.8134957551956177,relu,32,0.3,0.9,30
28,07/01/21-184351,07/01/21-184701,190.17936182022095,30,0.004923108499497175,0.7890284061431885,0.7427674531936646,0.86474609375,0.005773424636572599,0.750307023525238,0.7052803635597229,0.8204761743545532,relu,16,0.1,0.9,30
64,07/01/21-195317,07/01/21-195500,103.64969515800476,30,0.004980379715561867,0.7853893637657166,0.7378093004226685,0.8622614145278931,0.005800800397992134,0.750307023525238,0.7024150490760803,0.812115490436554,relu,32,0.09,0.95,30
36,07/01/21-190904,07/01/21-191213,189.61927103996277,30,0.0050980341620743275,0.784115731716156,0.7377183437347412,0.8538036346435547,0.00584847666323185,0.7433483600616455,0.7003684043884277,0.8036636710166931,relu,16,0.5,0.3,30
14,07/01/21-180717,07/01/21-181029,191.48212122917175,30,0.0053712367080152035,0.7689228653907776,0.7207514643669128,0.8579705357551575,0.006123390980064869,0.736389696598053,0.6901350617408752,0.8129218816757202,relu,16,0.05,0.95,30
23,07/01/21-183213,07/01/21-183523,189.85528707504272,30,0.00526974443346262,0.7730622291564941,0.7200236320495605,0.8542824983596802,0.006041324697434902,0.7327057123184204,0.6655750870704651,0.8262194991111755,relu,16,0.09,0.9,30
32,07/01/21-185630,07/01/21-185939,188.8608422279358,30,0.005530255381017923,0.7623271346092224,0.7043759226799011,0.8467764258384705,0.0061814310029149055,0.7302497029304504,0.6803110837936401,0.8056228756904602,relu,16,0.3,0.6,30
69,07/01/21-200013,07/01/21-200156,103.14584708213806,30,0.00539004523307085,0.764783501625061,0.719295859336853,0.8563305735588074,0.006228732876479626,0.7261563539505005,0.6680310964584351,0.8176352977752686,relu,32,0.1,0.95,30
59,07/01/21-194516,07/01/21-194659,102.56406140327454,30,0.005450705531984568,0.7660571336746216,0.7137463688850403,0.8546761870384216,0.006114287301898003,0.7220630645751953,0.6512484550476074,0.818415641784668,relu,32,0.07,0.95,30
9,07/01/21-175231,07/01/21-175540,189.01153707504272,30,0.005491475574672222,0.7583697438240051,0.7035571336746216,0.8572774529457092,0.006239335518330336,0.7216536998748779,0.6332378387451172,0.829935610294342,relu,16,0.03,0.95,30
18,07/01/21-181937,07/01/21-182246,188.8304033279419,30,0.0055931382812559605,0.7621906995773315,0.7032387256622314,0.8461496233940125,0.00631052115932107,0.717560350894928,0.6749897599220276,0.8004854321479797,relu,16,0.07,0.9,30
13,07/01/21-180407,07/01/21-180717,189.6017644405365,30,0.006046530324965715,0.7371270060539246,0.674354076385498,0.8384706974029541,0.006527635734528303,0.7106017470359802,0.6270978450775146,0.8118706941604614,relu,16,0.05,0.9,30
77,07/01/21-201102,07/01/21-201243,101.33854150772095,30,0.0062017482705414295,0.7247088551521301,0.6587518453598022,0.8485878109931946,0.006528921891003847,0.7097830772399902,0.6545231342315674,0.8195797204971313,relu,32,0.5,0.6,30
54,07/01/21-193653,07/01/21-193836,102.95857119560242,30,0.006164906080812216,0.7281204462051392,0.6712154150009155,0.8465377688407898,0.006825102958828211,0.6991404294967651,0.6262791752815247,0.8112407326698303,relu,32,0.05,0.95,30
35,07/01/21-190600,07/01/21-190903,183.32165837287903,30,0.006460328586399555,0.7177947759628296,0.6507914662361145,0.8347628116607666,0.0069353836588561535,0.6983217597007751,0.6320098042488098,0.800000011920929,relu,16,0.5,0.0,30
63,07/01/21-195134,07/01/21-195316,102.60383605957031,30,0.006608752533793449,0.7051036953926086,0.6386463046073914,0.8356645703315735,0.006880234926939011,0.68767911195755,0.6144084930419922,0.8131093978881836,relu,32,0.09,0.9,30
76,07/01/21-200919,07/01/21-201101,102.18681406974792,30,0.006849769037216902,0.6949599981307983,0.6178129315376282,0.828271746635437,0.007188152056187391,0.672943115234375,0.6000818610191345,0.8015308976173401,relu,32,0.5,0.3,30
31,07/01/21-185319,07/01/21-185629,190.2180392742157,30,0.007016446441411972,0.6880003809928894,0.6118995547294617,0.8287333846092224,0.007398937828838825,0.6631191372871399,0.5865738987922668,0.8073239326477051,relu,16,0.3,0.3,30
49,07/01/21-192934,07/01/21-193117,103.30771327018738,30,0.007206548936665058,0.6756277084350586,0.5998908281326294,0.824301540851593,0.007499359082430601,0.6618911027908325,0.5792058706283569,0.79988694190979,relu,32,0.03,0.95,30
68,07/01/21-195831,07/01/21-200013,102.31928372383118,30,0.007085947785526514,0.6749908924102783,0.600482165813446,0.839117705821991,0.007407913450151682,0.6582071185112,0.5918952226638794,0.8051224946975708,relu,32,0.1,0.9,30
8,07/01/21-174922,07/01/21-175231,188.57958459854126,30,0.007293696515262127,0.6712154150009155,0.5923853516578674,0.8302307724952698,0.00753225851804018,0.65738844871521,0.5542365908622742,0.8231003284454346,relu,16,0.03,0.9,30
72,07/01/21-200337,07/01/21-200519,102.3659598827362,30,0.0072288173250854015,0.6715338230133057,0.5899745225906372,0.8324241042137146,0.007544489577412605,0.6479737758636475,0.5669258832931519,0.8151854276657104,relu,32,0.3,0.6,30
58,07/01/21-194332,07/01/21-194516,104.03602480888367,30,0.007448859047144651,0.6651200652122498,0.5871087908744812,0.8238860964775085,0.00787950400263071,0.6471551656723022,0.5607858896255493,0.8007013201713562,relu,32,0.07,0.9,30
30,07/01/21-185013,07/01/21-185319,185.79302883148193,30,0.007689441088587046,0.6527019739151001,0.5564956068992615,0.8184372782707214,0.00795135647058487,0.6369218230247498,0.5497339367866516,0.7951450347900391,relu,16,0.3,0.0,30
17,07/01/21-181626,07/01/21-181937,190.69791460037231,30,0.008756938390433788,0.5965702533721924,0.4936772286891937,0.8077552914619446,0.00881439819931984,0.589848518371582,0.49283668398857117,0.8048128485679626,relu,16,0.07,0.6,30
48,07/01/21-192749,07/01/21-192933,104.23316645622253,30,0.009116600267589092,0.5737354159355164,0.4654749035835266,0.8021478652954102,0.009091012179851532,0.5775685906410217,0.4604993760585785,0.7883672118186951,relu,32,0.03,0.9,30
12,07/01/21-180056,07/01/21-180407,191.0578272342682,30,0.01000814139842987,0.5303857326507568,0.4050218462944031,0.7913963198661804,0.00984012708067894,0.5435939431190491,0.406467467546463,0.7988736629486084,relu,16,0.05,0.6,30
