,clientID,client_lr,client_mom,batch_size,loss,accuracy
283,3,0.5918367346938775,0.9473684210526315,64,0.0140044745057821,0.9102622866630554
286,3,0.5918367346938775,0.631578947368421,32,0.0145198469981551,0.905430257320404
293,3,0.1836734693877551,0.9999999999999999,64,0.0147981233894824,0.9027841687202454
282,3,0.1836734693877551,0.9473684210526315,32,0.0151678277179598,0.9010584354400636
285,3,1.0,0.631578947368421,32,0.0149952657520771,0.8995628356933594
309,3,0.5918367346938775,0.3157894736842105,16,0.0154347112402319,0.8994477391242981
299,3,0.0816326530612245,0.9999999999999999,64,0.0158674251288175,0.8968016505241394
307,3,0.5918367346938775,0.0,16,0.0161784309893846,0.8953060507774353
287,3,0.04081632653061224,0.9473684210526315,16,0.0161872617900371,0.8931201100349426
302,3,0.12244897959183676,0.9473684210526315,32,0.016695337370038,0.8918545842170715
