,clientID,client_lr,client_mom,batch_size,loss,accuracy
316,4,0.5918367346938775,0.9999999999999999,32,0.0003704664995893,0.9981481432914734
324,4,0.163265306122449,0.9999999999999999,16,0.0006930571398697,0.9960317611694336
314,4,1.0,0.9999999999999999,32,0.0008485806756652,0.9955026507377625
313,4,0.5918367346938775,0.9473684210526315,32,0.0009216069011017,0.994709014892578
322,4,0.1836734693877551,0.9999999999999999,16,0.0010445528896525,0.994709014892578
318,4,1.0,0.9473684210526315,32,0.0011148825287818,0.9933862686157228
312,4,0.5918367346938775,0.9999999999999999,16,0.0013064971426501,0.9925925731658936
319,4,0.5918367346938775,0.9473684210526315,16,0.0013118631904944,0.991269826889038
320,4,0.12244897959183676,0.9999999999999999,16,0.0015934298280626,0.9904761910438538
323,4,1.0,0.3157894736842105,16,0.0018866118043661,0.9896825551986694
