,clientID,client_lr,client_mom,batch_size,loss,accuracy
714,9,0.163265306122449,0.9473684210526315,16,0.0094958432018756,0.9387848377227784
717,9,1.0,0.631578947368421,32,0.0112928180024027,0.9298766851425172
728,9,1.0,0.3157894736842105,16,0.0118418736383318,0.925308346748352
723,9,0.1836734693877551,0.9473684210526315,16,0.0118498671799898,0.9250799417495728
726,9,1.0,0.631578947368421,16,0.0130130471661686,0.9164001941680908
720,9,0.5918367346938775,0.631578947368421,16,0.0137825431302189,0.9106898307800292
724,9,0.0816326530612245,0.9999999999999999,32,0.0139148319140076,0.9084056615829468
730,9,0.1836734693877551,0.9999999999999999,16,0.0151420896872878,0.9045225977897644
736,9,0.163265306122449,0.9999999999999999,32,0.0149037446826696,0.9017816185951232
713,9,0.12244897959183676,0.9999999999999999,16,0.015445371158421,0.900639533996582
