,clientID,client_lr,client_mom,batch_size,loss,accuracy
319,4,0.5918367346938775,0.9999999999999999,16,0.0032355240546166,0.8652914762496948
317,4,0.5918367346938775,0.9999999999999999,32,0.0035094749182462,0.8528736233711243
315,4,1.0,0.9473684210526315,32,0.0035149962641298,0.852691650390625
312,4,1.0,0.9999999999999999,32,0.0034784288145601,0.8525097370147705
314,4,0.5918367346938775,0.9473684210526315,16,0.0035813169088214,0.8500761985778809
316,4,1.0,0.9473684210526315,16,0.0036440417170524,0.849553108215332
318,4,1.0,0.9999999999999999,16,0.0037089923862367,0.8460506200790405
313,4,0.1836734693877551,0.9999999999999999,16,0.0036947994958609,0.8440492153167725
320,4,0.163265306122449,0.9999999999999999,16,0.0039137573912739,0.8363847136497498
321,4,1.0,0.631578947368421,16,0.0039963717572391,0.8329504728317261
