,clientID,client_lr,client_mom,batch_size,loss,accuracy
1122,11,0.5918367346938775,0.9999999999999999,32,0.0008904206333681,0.9952267408370972
1130,11,1.0,0.9999999999999999,32,0.0012841108255088,0.9922434091567992
1125,11,0.5918367346938775,0.9473684210526315,32,0.0018818954704329,0.9907518029212952
1124,11,0.5918367346938775,0.9473684210526315,16,0.0017206873744726,0.9904534816741944
1126,11,1.0,0.9999999999999999,64,0.0019133707974106,0.9892601370811462
1123,11,1.0,0.9473684210526315,16,0.0022633196786046,0.9859785437583924
1131,11,1.0,0.9473684210526315,32,0.0022971506696194,0.9859785437583924
1129,11,0.5918367346938775,0.9999999999999999,16,0.0022330563515424,0.985381841659546
1133,11,0.1836734693877551,0.9999999999999999,16,0.0026838397607207,0.9838902354240416
1132,11,0.1836734693877551,0.9999999999999999,32,0.0027305758558213,0.9835919141769408
