,clientID,client_lr,client_mom,batch_size,loss,accuracy
1115,14,0.5918367346938775,0.9999999999999999,16,0.0032847502734512,0.864628791809082
1114,14,1.0,0.9473684210526315,16,0.0035052336752414,0.8536208271980286
1112,14,1.0,0.9999999999999999,32,0.003592311637476,0.8517557978630066
1113,14,1.0,0.9999999999999999,16,0.0037096510641276,0.8461153507232666
1117,14,1.0,0.9473684210526315,32,0.0037581163924187,0.8457514643669128
1118,14,0.5918367346938775,0.9473684210526315,16,0.003819792997092,0.8409752249717712
1116,14,0.1836734693877551,0.9999999999999999,16,0.0038987069856375,0.8380640745162964
1120,14,0.163265306122449,0.9999999999999999,16,0.0039042585995048,0.8377001285552979
1119,14,0.5918367346938775,0.9999999999999999,32,0.0041155316866934,0.8242357969284058
1121,14,0.5918367346938775,0.9473684210526315,32,0.0042995847761631,0.817139744758606
