,clientID,client_lr,client_mom,batch_size,loss,accuracy
73,1,1.0,0.3157894736842105,16,0.0110308900475502,0.9298464059829712
92,1,0.0816326530612245,0.9999999999999999,16,0.0136909233406186,0.91780823469162
80,1,1.0,0.631578947368421,16,0.0130844358354806,0.916147768497467
72,1,0.12244897959183676,0.9473684210526315,16,0.013551540672779,0.9124118089675904
77,1,0.163265306122449,0.9999999999999999,32,0.0141190150752663,0.9119966626167296
85,1,0.163265306122449,0.9473684210526315,16,0.0150788221508264,0.9007887244224548
78,1,0.5918367346938775,0.9473684210526315,32,0.0155793000012636,0.8995434045791626
93,1,0.5918367346938775,0.631578947368421,16,0.0168277397751808,0.8908260464668274
82,1,0.12244897959183676,0.9999999999999999,16,0.0173604302108287,0.8875051736831665
76,1,0.1836734693877551,0.9473684210526315,16,0.0170760583132505,0.885014533996582
