,clientID,client_lr,client_mom,batch_size,loss,accuracy
633,8,1.0,0.631578947368421,16,0.0566757842898368,0.5634920597076416
635,8,0.1836734693877551,0.9999999999999999,16,0.0575862936675548,0.5577777624130249
643,8,0.5918367346938775,0.9473684210526315,32,0.0590336769819259,0.5552380681037903
649,8,0.163265306122449,0.9999999999999999,32,0.0594327524304389,0.5431746244430542
632,8,0.5918367346938775,0.631578947368421,16,0.0598843395709991,0.538095235824585
641,8,0.163265306122449,0.9473684210526315,16,0.0607732459902763,0.53682541847229
654,8,0.5918367346938775,0.9473684210526315,16,0.0622414238750934,0.5358729958534241
646,8,0.0816326530612245,0.9999999999999999,16,0.0600781068205833,0.5333333611488342
634,8,0.1836734693877551,0.9473684210526315,16,0.060686070472002,0.5307936668395996
650,8,0.1836734693877551,0.9999999999999999,32,0.0614928714931011,0.5241270065307617
