,clientID,client_lr,client_mom,batch_size,loss,accuracy
840,17,1.0,1.0,16,0.0036553984973579,0.8439570665359497
842,17,1.0,1.0,64,0.0039599183946847,0.8325643539428711
841,17,1.0,1.0,32,0.0040664263069629,0.8270319700241089
843,17,1.0,0.6666666666666666,16,0.0042701908387243,0.8163390159606934
846,17,1.0,0.3333333333333333,16,0.0044455477036535,0.8112658858299255
844,17,0.0816326530612245,1.0,16,0.0046009118668735,0.8040279150009155
847,17,1.0,0.0,16,0.004629629664123,0.8031969666481018
845,17,0.1836734693877551,1.0,16,0.004629535600543,0.8004635572433472
848,17,0.1836734693877551,1.0,32,0.0046890224330127,0.7988235354423523
849,17,1.0,0.6666666666666666,32,0.004896436817944,0.7911482453346252
