,clientID,client_lr,client_mom,batch_size,loss,accuracy
1356,17,1.0,0.9999999999999999,16,0.0030909585766494,0.8705598711967468
1353,17,1.0,0.9999999999999999,32,0.0032568231690675,0.8661026954650879
1355,17,1.0,0.9473684210526315,16,0.0033102133311331,0.8627825379371643
1357,17,0.5918367346938775,0.9473684210526315,16,0.0032898436766117,0.861645519733429
1352,17,0.5918367346938775,0.9999999999999999,16,0.0033676514867693,0.8586437702178955
1359,17,0.1836734693877551,0.9999999999999999,16,0.0036125660408288,0.8472734093666077
1354,17,1.0,0.9473684210526315,32,0.0036385944113135,0.8453631401062012
1360,17,0.5918367346938775,0.9999999999999999,32,0.0038603369612246,0.8378132581710815
1362,17,0.5918367346938775,0.9473684210526315,32,0.0038364136125892,0.8374949097633362
1365,17,0.163265306122449,0.9999999999999999,16,0.0038769049569964,0.8339018225669861
