,clientID,client_lr,client_mom,batch_size,loss,accuracy
163,2,1.0,0.631578947368421,16,0.0188705790787935,0.8729373216629028
156,2,0.1836734693877551,0.9999999999999999,16,0.0201801303774118,0.8718371987342834
160,2,0.12244897959183676,0.9999999999999999,16,0.018971100449562,0.867986798286438
165,2,0.163265306122449,0.9999999999999999,16,0.0216185711324214,0.8619362115859985
152,2,1.0,0.9473684210526315,32,0.0210889093577861,0.8608360886573792
153,2,0.163265306122449,0.9999999999999999,32,0.0200286824256181,0.8608360886573792
157,2,0.5918367346938775,0.9473684210526315,32,0.0210372973233461,0.8525852560997009
161,2,0.1836734693877551,0.9473684210526315,16,0.0229026470333337,0.8476347923278809
166,2,0.163265306122449,0.9473684210526315,16,0.0240664929151535,0.8360835909843445
177,2,0.5918367346938775,0.9473684210526315,16,0.0244719833135604,0.8355335593223572
