,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
11,12/11/22-121005,12/11/22-121829,504.00147104263306,30,0.027435321360826492,0.8086492419242859,0.7530806064605713,0.8719160556793213,0.030549857765436172,0.7902542352676392,0.7344632744789124,0.8510638475418091,relu,0.05,0.9,8,30
17,12/11/22-125858,12/11/22-130723,504.89749217033386,30,0.027644334360957146,0.8064908385276794,0.7535515427589417,0.8697345852851868,0.03088485077023506,0.783545196056366,0.7401130199432373,0.8472110033035278,relu,0.3,0.3,8,30
16,12/11/22-125044,12/11/22-125858,493.2257556915283,30,0.027676444500684738,0.8064516186714172,0.7511577010154724,0.8706786632537842,0.03126998245716095,0.7817796468734741,0.7337570786476135,0.8385794758796692,relu,0.3,0.0,8,30
20,12/11/22-131955,12/11/22-132804,489.2202937602997,30,0.02727683261036873,0.8088454604148865,0.7551212906837463,0.8758306503295898,0.03185705468058586,0.7807203531265259,0.7263417840003967,0.8365188837051392,relu,0.5,0.0,8,30
14,12/11/22-123503,12/11/22-124326,503.27942538261414,30,0.02819501794874668,0.8032336831092834,0.7437406778335571,0.867011308670044,0.031022747978568077,0.7786017060279846,0.7323446273803711,0.8427468538284302,relu,0.1,0.6,8,30
21,12/11/22-132805,12/11/22-133625,500.16743421554565,30,0.03174553066492081,0.7767051458358765,0.716505765914917,0.851705014705658,0.03472118824720383,0.7588276863098145,0.7118644118309021,0.8231931328773499,relu,0.5,0.3,8,30
7,12/11/22-113654,12/11/22-114513,499.6412572860718,30,0.028175614774227142,0.8034691214561462,0.7440153956413269,0.8695991039276123,0.03515065833926201,0.7567090392112732,0.7150423526763916,0.8129265308380127,relu,0.03,0.9,8,30
10,12/11/22-120145,12/11/22-121005,499.8794596195221,30,0.03547128289937973,0.7434267401695251,0.660819411277771,0.8398922681808472,0.033607568591833115,0.755649745464325,0.6867938041687012,0.8315519690513611,relu,0.05,0.6,8,30
3,12/11/22-110330,12/11/22-111152,502.4975907802582,30,0.03773939609527588,0.7261989116668701,0.6318185329437256,0.8272956013679504,0.03696754574775696,0.7326977252960205,0.6564265489578247,0.8153508901596069,relu,0.01,0.9,8,30
13,12/11/22-122640,12/11/22-123503,502.73511362075806,30,0.03451108932495117,0.7545718550682068,0.6752217411994934,0.842564046382904,0.03869603946805,0.7266949415206909,0.6705508232116699,0.7882938981056213,relu,0.1,0.3,8,30
12,12/11/22-121829,12/11/22-122640,490.0528373718262,30,0.03807401284575462,0.7234518527984619,0.6273447871208191,0.826235294342041,0.03860245272517204,0.7185734510421753,0.6426553726196289,0.7996485233306885,relu,0.1,0.0,8,30
15,12/11/22-124326,12/11/22-125044,437.781067609787,26,0.042586952447891235,0.6920571327209473,0.6011694669723511,0.8086038827896118,0.04054452106356621,0.7132768630981445,0.6080508232116699,0.8355167508125305,relu,0.1,0.9,8,30
18,12/11/22-130723,12/11/22-131543,500.4376754760742,30,0.03377890959382057,0.7615571618080139,0.6983360648155212,0.8463330864906311,0.04105236753821373,0.7111582159996033,0.6398305296897888,0.7982378602027893,relu,0.3,0.6,8,30
6,12/11/22-112827,12/11/22-113654,506.3106291294098,30,0.041721876710653305,0.6956675052642822,0.5827250480651855,0.8119531869888306,0.04101608693599701,0.6973869800567627,0.6264124512672424,0.7832229733467102,relu,0.03,0.6,8,30
9,12/11/22-115326,12/11/22-120145,499.2459542751312,30,0.04265398904681206,0.6865237951278687,0.5691075921058655,0.8080909252166748,0.04157734289765358,0.6906779408454895,0.5854519605636597,0.8032945990562439,relu,0.05,0.3,8,30
22,12/11/22-133625,12/11/22-134359,454.33403396606445,27,0.05450919270515442,0.6005808115005493,0.4928184747695923,0.7561871409416199,0.04829389601945877,0.6645480394363403,0.534604549407959,0.8078975677490234,relu,0.5,0.6,8,30
8,12/11/22-114514,12/11/22-115325,491.65655279159546,30,0.04721556231379509,0.6489286422729492,0.5142061114311218,0.785222053527832,0.04538073390722275,0.6624293923377991,0.5639124512672424,0.771870493888855,relu,0.05,0.0,8,30
5,12/11/22-112005,12/11/22-112827,502.11117696762085,30,0.049770113080739975,0.6253826022148132,0.48292914032936096,0.7761099934577942,0.04978025704622269,0.6221751570701599,0.5081214904785156,0.7589662671089172,relu,0.03,0.3,8,30
4,12/11/22-111153,12/11/22-112005,491.9457380771637,30,0.05417303368449211,0.5877089500427246,0.42025744915008545,0.7563387155532837,0.055475909262895584,0.5752118825912476,0.44314971566200256,0.7225100994110107,relu,0.03,0.0,8,30
2,12/11/22-105505,12/11/22-110330,504.8922152519226,30,0.05917254090309143,0.543756365776062,0.3505219519138336,0.7287858724594116,0.05536183342337608,0.5720338821411133,0.40748587250709534,0.7350318431854248,relu,0.01,0.6,8,30
1,12/11/22-104646,12/11/22-105505,498.87631392478943,30,0.06593234837055206,0.47763127088546753,0.25245270133018494,0.6933606266975403,0.06230073422193527,0.5049434900283813,0.30296608805656433,0.7061728239059448,relu,0.01,0.3,8,30
0,12/11/22-103827,12/11/22-104645,498.66228890419006,30,0.07054508477449417,0.427360475063324,0.18087276816368103,0.6476953625679016,0.07054723054170609,0.42125704884529114,0.20056496560573578,0.6589326858520508,relu,0.01,0.0,8,30
19,12/11/22-131544,12/11/22-131955,251.39181208610535,15,0.07877565920352936,0.33557021617889404,0.1431991159915924,0.594880998134613,0.07683757692575455,0.3290960490703583,0.13135592639446259,0.703213632106781,relu,0.3,0.9,8,30
23,12/11/22-134400,12/11/22-134738,218.39800357818604,13,0.08401460945606232,0.24534966051578522,0.05215446278452873,0.48274609446525574,0.08015730232000351,0.2676553726196289,0.04343220219016075,0.7278106212615967,relu,0.5,0.9,8,30
