,clientID,client_lr,client_mom,batch_size,loss,accuracy
712,7,0.1836734693877551,0.9473684210526315,16,0.0147372642531991,0.9047865271568298
707,7,0.0816326530612245,0.9999999999999999,32,0.0155634833499789,0.8990944623947144
711,7,1.0,0.631578947368421,64,0.017079759389162,0.8915911912918091
706,7,1.0,0.0,16,0.0172454360872507,0.8874514698982239
705,7,0.5918367346938775,0.3157894736842105,16,0.0173346996307373,0.8840879797935486
704,7,0.5918367346938775,0.9473684210526315,32,0.0179430358111858,0.8825355768203735
703,7,1.0,0.631578947368421,32,0.0187685023993253,0.8752910494804382
715,7,0.04081632653061224,0.9473684210526315,16,0.0187605395913124,0.8742561340332031
709,7,0.12244897959183676,0.9999999999999999,32,0.0209039766341447,0.8613195419311523
719,7,0.1836734693877551,0.9473684210526315,64,0.0224145799875259,0.8496766090393066
