,clientID,client_lr,client_mom,batch_size,loss,accuracy
654,8,1.0,0.631578947368421,16,0.0639468356966972,0.4982269406318664
633,8,1.0,0.9473684210526315,32,0.0643715932965278,0.4929077923297882
645,8,0.12244897959183676,0.9999999999999999,16,0.0663275495171547,0.4680851101875305
637,8,0.163265306122449,0.9999999999999999,32,0.0671076998114585,0.4657210409641266
632,8,1.0,0.3157894736842105,16,0.0682214051485061,0.4592198729515075
667,8,0.5918367346938775,0.9473684210526315,16,0.0688485577702522,0.4592198729515075
651,8,0.163265306122449,0.9999999999999999,16,0.0681685283780098,0.4556737542152405
663,8,0.5918367346938775,0.631578947368421,16,0.0678887665271759,0.4509456157684326
665,8,0.5918367346938775,0.9473684210526315,32,0.0684267804026603,0.4509456157684326
661,8,0.12244897959183676,0.9999999999999999,32,0.0700100809335708,0.4491725862026214
