,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
11,12/12/22-021001,12/12/22-021022,20.211261987686157,30,0.07326585054397583,0.38520970940589905,0.16004414856433868,0.6807511448860168,0.08479642122983932,0.2970297038555145,0.029702970758080482,0.25,relu,0.05,0.9,8,30
18,12/12/22-021147,12/12/22-021208,20.46107029914856,30,0.07494430989027023,0.3951434791088104,0.13355408608913422,0.6368421316146851,0.07993850111961365,0.2772277295589447,0.059405941516160965,0.5454545617103577,relu,0.3,0.6,8,30
7,12/12/22-020852,12/12/22-020912,20.10140585899353,30,0.08229745924472809,0.29690948128700256,0.055187638849020004,0.6024096608161926,0.08096151053905487,0.2574257552623749,0.029702970758080482,0.6000000238418579,relu,0.03,0.9,8,30
20,12/12/22-021219,12/12/22-021235,15.649258852005005,23,0.07888058573007584,0.34547460079193115,0.08498895913362503,0.5789473652839661,0.08066578954458237,0.24752475321292877,0.039603959769010544,0.4444444477558136,relu,0.5,0.0,8,30
21,12/12/22-021235,12/12/22-021247,12.069010972976685,17,0.0815998762845993,0.3112582862377167,0.051876381039619446,0.5465116500854492,0.08452992141246796,0.22772277891635895,0.06930693238973618,0.4375,relu,0.5,0.3,8,30
22,12/12/22-021248,12/12/22-021308,20.180596828460693,30,0.07600469142198563,0.36092716455459595,0.125827819108963,0.616216242313385,0.08633239567279816,0.21782177686691284,0.029702970758080482,0.4285714328289032,relu,0.5,0.6,8,30
13,12/12/22-021038,12/12/22-021051,13.29953646659851,19,0.08398004621267319,0.2693156599998474,0.03090507723391056,0.5833333134651184,0.08277563750743866,0.21782177686691284,0.009900989942252636,0.5,relu,0.1,0.3,8,30
10,12/12/22-020942,12/12/22-021001,19.51877737045288,29,0.0835125595331192,0.2626931667327881,0.040838852524757385,0.578125,0.08379688113927841,0.1881188154220581,0.019801979884505272,0.3333333432674408,relu,0.05,0.6,8,30
16,12/12/22-021122,12/12/22-021138,16.064263582229614,24,0.07996147125959396,0.3189845383167267,0.07615894079208374,0.6160714030265808,0.08471538126468658,0.1782178282737732,0.009900989942252636,0.3333333432674408,relu,0.3,0.0,8,30
6,12/12/22-020832,12/12/22-020852,20.244646787643433,30,0.08544503152370453,0.20860926806926727,0.022075055167078972,0.6060606241226196,0.084502674639225,0.1683168262243271,0.019801979884505272,0.4000000059604645,relu,0.03,0.6,8,30
14,12/12/22-021052,12/12/22-021112,20.012996435165405,30,0.07897160202264786,0.33774834871292114,0.09271523356437683,0.6666666865348816,0.0905507430434227,0.15841583907604218,0.039603959769010544,0.25,relu,0.1,0.6,8,30
12,12/12/22-021022,12/12/22-021038,16.048074960708618,24,0.08188299089670181,0.2693156599998474,0.04525386169552803,0.6212121248245239,0.08533681929111481,0.15841583907604218,0.009900989942252636,0.5,relu,0.1,0.0,8,30
17,12/12/22-021139,12/12/22-021147,8.416441917419434,11,0.08533424884080887,0.253863126039505,0.028697572648525238,0.5,0.08695848286151886,0.14851485192775726,0.009900989942252636,0.5,relu,0.3,0.3,8,30
5,12/12/22-020817,12/12/22-020831,14.594136714935303,21,0.08676750212907791,0.20088300108909607,0.011037527583539486,0.5882353186607361,0.08676780015230179,0.13861386477947235,0.009900989942252636,0.25,relu,0.03,0.3,8,30
3,12/12/22-020756,12/12/22-020808,12.026529788970947,17,0.08695472031831741,0.1909492313861847,0.012141280807554722,0.550000011920929,0.08641642332077026,0.13861386477947235,0.009900989942252636,0.20000000298023224,relu,0.01,0.9,8,30
15,12/12/22-021112,12/12/22-021122,10.25621747970581,14,0.0867241621017456,0.21964679658412933,0.013245033100247383,0.3870967626571655,0.08760032802820206,0.13861386477947235,0.0,0.0,relu,0.1,0.9,8,30
9,12/12/22-020921,12/12/22-020941,20.300548553466797,30,0.08315975219011307,0.2604856491088867,0.03311258181929588,0.6122449040412903,0.08519870787858963,0.11881188303232193,0.019801979884505272,0.3333333432674408,relu,0.05,0.3,8,30
0,12/12/22-020730,12/12/22-020738,8.108592748641968,11,0.08994520455598831,0.12362030893564224,0.0,0.0,0.09005828201770782,0.07920791953802109,0.0,0.0,relu,0.01,0.0,8,30
4,12/12/22-020808,12/12/22-020817,8.139546632766724,11,0.0894811600446701,0.1346578299999237,0.0,0.0,0.08986455947160721,0.07920791953802109,0.0,0.0,relu,0.03,0.0,8,30
1,12/12/22-020738,12/12/22-020747,8.981700897216797,12,0.08970681577920914,0.12803532183170319,0.0,0.0,0.08986230194568634,0.06930693238973618,0.0,0.0,relu,0.01,0.3,8,30
8,12/12/22-020913,12/12/22-020921,8.1418297290802,11,0.08909981697797775,0.15452538430690765,0.0,0.0,0.08926618099212646,0.06930693238973618,0.0,0.0,relu,0.05,0.0,8,30
2,12/12/22-020748,12/12/22-020756,8.26217269897461,11,0.08991986513137817,0.11368653178215027,0.0,0.0,0.09016592800617218,0.06930693238973618,0.0,0.0,relu,0.01,0.6,8,30
19,12/12/22-021208,12/12/22-021219,11.003658294677734,15,0.0895051509141922,0.13134658336639404,0.0,0.0,0.09076686203479767,0.059405941516160965,0.0,0.0,relu,0.3,0.9,8,30
23,12/12/22-021308,12/12/22-021320,11.539649248123169,16,0.08985672146081924,0.13796909153461456,0.0,0.0,0.0911351889371872,0.039603959769010544,0.0,0.0,relu,0.5,0.9,8,30
