,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
12,12/12/22-182243,12/12/22-182247,3.1520848274230957,20,0.08637247234582901,0.21052631735801697,0.021052632480859756,0.6666666865348816,0.08584804832935333,0.27272728085517883,0.0,0.0,relu,0.1,0.0,8,30
14,12/12/22-182250,12/12/22-182253,2.7428367137908936,14,0.08758697658777237,0.2210526317358017,0.0,0.0,0.09111127257347107,0.1818181872367859,0.0,0.0,relu,0.1,0.6,8,30
2,12/12/22-182216,12/12/22-182219,2.5268280506134033,12,0.08968526124954224,0.17894737422466278,0.0,0.0,0.08995243906974792,0.1818181872367859,0.0,0.0,relu,0.01,0.6,8,30
3,12/12/22-182219,12/12/22-182222,2.8641934394836426,16,0.08844904601573944,0.11578947305679321,0.0,0.0,0.08934453874826431,0.1818181872367859,0.0,0.0,relu,0.01,0.9,8,30
22,12/12/22-182314,12/12/22-182317,2.5199055671691895,12,0.08948026597499847,0.15789473056793213,0.0,0.0,0.09048683196306229,0.1818181872367859,0.0,0.0,relu,0.5,0.6,8,30
21,12/12/22-182311,12/12/22-182314,2.8652400970458984,16,0.08810664713382721,0.17894737422466278,0.010526316240429878,0.3333333432674408,0.0879141166806221,0.1818181872367859,0.0,0.0,relu,0.5,0.3,8,30
8,12/12/22-182233,12/12/22-182235,2.334092140197754,11,0.08804170787334442,0.20000000298023224,0.0,0.0,0.09031472355127335,0.1818181872367859,0.0,0.0,relu,0.05,0.0,8,30
18,12/12/22-182303,12/12/22-182305,2.8113036155700684,15,0.08856848627328873,0.15789473056793213,0.0,0.0,0.0893164649605751,0.1818181872367859,0.0,0.0,relu,0.3,0.6,8,30
17,12/12/22-182300,12/12/22-182302,2.579566478729248,12,0.08841665089130402,0.15789473056793213,0.0,0.0,0.08916907012462616,0.1818181872367859,0.0,0.0,relu,0.3,0.3,8,30
11,12/12/22-182241,12/12/22-182243,2.4379842281341553,11,0.08794380724430084,0.15789473056793213,0.0,0.0,0.08941417187452316,0.1818181872367859,0.0,0.0,relu,0.05,0.9,8,30
15,12/12/22-182253,12/12/22-182257,3.2941527366638184,20,0.09019885957241058,0.15789473056793213,0.0,0.0,0.08957924693822861,0.1818181872367859,0.0,0.0,relu,0.1,0.9,8,30
13,12/12/22-182247,12/12/22-182250,3.2982676029205322,21,0.08734550327062607,0.17894737422466278,0.010526316240429878,1.0,0.08828219771385193,0.1818181872367859,0.0,0.0,relu,0.1,0.3,8,30
20,12/12/22-182308,12/12/22-182311,2.3484280109405518,11,0.08902766555547714,0.17894737422466278,0.0,0.0,0.09004554897546768,0.09090909361839294,0.0,0.0,relu,0.5,0.0,8,30
19,12/12/22-182306,12/12/22-182308,2.4424071311950684,11,0.08989100903272629,0.16842105984687805,0.0,0.0,0.09038076549768448,0.09090909361839294,0.0,0.0,relu,0.3,0.9,8,30
0,12/12/22-182211,12/12/22-182213,2.40231990814209,11,0.0922783836722374,0.10526315867900848,0.0,0.0,0.08926834911108017,0.09090909361839294,0.0,0.0,relu,0.01,0.0,8,30
10,12/12/22-182238,12/12/22-182240,2.3940770626068115,11,0.08547963947057724,0.23157894611358643,0.010526316240429878,1.0,0.09096546471118927,0.09090909361839294,0.0,0.0,relu,0.05,0.6,8,30
9,12/12/22-182235,12/12/22-182238,2.4960122108459473,12,0.08980222046375275,0.11578947305679321,0.0,0.0,0.0889243632555008,0.09090909361839294,0.0,0.0,relu,0.05,0.3,8,30
7,12/12/22-182230,12/12/22-182233,2.4070918560028076,11,0.0888955369591713,0.16842105984687805,0.0,0.0,0.08958189189434052,0.09090909361839294,0.0,0.0,relu,0.03,0.9,8,30
5,12/12/22-182225,12/12/22-182227,2.3784990310668945,11,0.0897403135895729,0.16842105984687805,0.0,0.0,0.09086177498102188,0.09090909361839294,0.0,0.0,relu,0.03,0.3,8,30
4,12/12/22-182222,12/12/22-182224,2.3469505310058594,11,0.08968891203403473,0.15789473056793213,0.0,0.0,0.09028882533311844,0.09090909361839294,0.0,0.0,relu,0.03,0.0,8,30
23,12/12/22-182317,12/12/22-182319,2.600353240966797,13,0.08889372646808624,0.21052631735801697,0.0,0.0,0.09078969806432724,0.09090909361839294,0.0,0.0,relu,0.5,0.9,8,30
1,12/12/22-182213,12/12/22-182216,2.437624454498291,11,0.09033482521772385,0.13684210181236267,0.0,0.0,0.09035016596317291,0.0,0.0,0.0,relu,0.01,0.3,8,30
16,12/12/22-182257,12/12/22-182300,2.5900821685791016,13,0.08646497130393982,0.21052631735801697,0.031578946858644485,0.5,0.09057725220918655,0.0,0.0,0.0,relu,0.3,0.0,8,30
6,12/12/22-182227,12/12/22-182230,2.6827666759490967,14,0.08787060528993607,0.21052631735801697,0.0,0.0,0.09076254814863205,0.0,0.0,0.0,relu,0.03,0.6,8,30
