,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
20,12/12/22-213118,12/12/22-213320,121.57126760482788,30,0.04753059893846512,0.6458367109298706,0.5158253312110901,0.7798773050308228,0.04932304844260216,0.6423357725143433,0.4948905110359192,0.7847222089767456,relu,0.5,0.0,8,30
22,12/12/22-213524,12/12/22-213727,123.4859709739685,30,0.048835866153240204,0.6309040784835815,0.5135530233383179,0.7749204039573669,0.051433563232421875,0.62189781665802,0.4802919626235962,0.7704917788505554,relu,0.5,0.6,8,30
11,12/12/22-211248,12/12/22-211452,124.2878749370575,30,0.04612651467323303,0.6594708561897278,0.534815788269043,0.7943587303161621,0.0517260916531086,0.6116788387298584,0.5197080373764038,0.7385892271995544,relu,0.05,0.9,8,30
21,12/12/22-213320,12/12/22-213523,123.23908925056458,30,0.045310307294130325,0.661418616771698,0.5536438822746277,0.7956613302230835,0.05071498081088066,0.6087591052055359,0.5094890594482422,0.7537797093391418,relu,0.5,0.3,8,30
18,12/12/22-212711,12/12/22-212915,123.51719999313354,30,0.04390749707818031,0.6766758561134338,0.5674403309822083,0.7941844463348389,0.05152009800076485,0.6058394312858582,0.4905109405517578,0.7516778707504272,relu,0.3,0.6,8,30
15,12/12/22-212102,12/12/22-212306,123.9495735168457,30,0.05003117024898529,0.6237623691558838,0.4942379593849182,0.7746120691299438,0.05374346673488617,0.5912408828735352,0.46715328097343445,0.761904776096344,relu,0.1,0.9,8,30
17,12/12/22-212508,12/12/22-212711,123.20345211029053,30,0.04935071989893913,0.6322025656700134,0.48953092098236084,0.7729369401931763,0.053776200860738754,0.5883211493492126,0.49197080731391907,0.742290735244751,relu,0.3,0.3,8,30
14,12/12/22-211858,12/12/22-212102,124.14012837409973,30,0.05092097818851471,0.6179191470146179,0.46274954080581665,0.7657802700996399,0.054652031511068344,0.5868613123893738,0.4729926884174347,0.692307710647583,relu,0.1,0.6,8,30
7,12/12/22-210432,12/12/22-210636,123.67177295684814,30,0.05228854715824127,0.6054211854934692,0.4556078612804413,0.7652671933174133,0.05405144393444061,0.5810219049453735,0.4569343030452728,0.7113636136054993,relu,0.03,0.9,8,30
10,12/12/22-211043,12/12/22-211248,124.6896505355835,30,0.06051341071724892,0.5301087498664856,0.33793213963508606,0.7206645607948303,0.05900072678923607,0.540145993232727,0.3547445237636566,0.721068263053894,relu,0.05,0.6,8,30
16,12/12/22-212307,12/12/22-212508,121.07503771781921,30,0.05229940637946129,0.5989287495613098,0.4491153955459595,0.7633103728294373,0.06158015504479408,0.5343065857887268,0.4248175323009491,0.664383590221405,relu,0.3,0.0,8,30
12,12/12/22-211452,12/12/22-211653,120.9252815246582,30,0.0640282928943634,0.49813342094421387,0.28339555859565735,0.6964499354362488,0.06092669069766998,0.5182482004165649,0.37518247961997986,0.7138888835906982,relu,0.1,0.0,8,30
9,12/12/22-210839,12/12/22-211043,123.74069905281067,30,0.06656920909881592,0.46518421173095703,0.2372991442680359,0.6684956550598145,0.06313424557447433,0.5080292224884033,0.2700729966163635,0.7459677457809448,relu,0.05,0.3,8,30
13,12/12/22-211654,12/12/22-211858,124.25189971923828,30,0.061024297028779984,0.5305956602096558,0.3374452292919159,0.7085889577865601,0.06431526690721512,0.49343064427375793,0.31094890832901,0.6435045599937439,relu,0.1,0.3,8,30
3,12/12/22-205618,12/12/22-205822,123.4938976764679,30,0.06516063958406448,0.4919655919075012,0.2730076313018799,0.6961920261383057,0.06682488322257996,0.4729926884174347,0.30948904156684875,0.6347305178642273,relu,0.01,0.9,8,30
6,12/12/22-210227,12/12/22-210432,124.32470345497131,30,0.06819675862789154,0.4556078612804413,0.21976952254772186,0.6634002923965454,0.06576007604598999,0.4686131477355957,0.22919708490371704,0.7168949842453003,relu,0.03,0.6,8,30
8,12/12/22-210636,12/12/22-210839,122.60133171081543,30,0.0700111985206604,0.4328842759132385,0.1959097534418106,0.6563349366188049,0.0680304542183876,0.43795621395111084,0.23357664048671722,0.6808510422706604,relu,0.05,0.0,8,30
5,12/12/22-210024,12/12/22-210227,123.46463966369629,30,0.07173585891723633,0.41486772894859314,0.1702645719051361,0.6361430883407593,0.06937897950410843,0.43065693974494934,0.17372262477874756,0.7168674468994141,relu,0.03,0.3,8,30
2,12/12/22-205414,12/12/22-205618,124.36645674705505,30,0.076286680996418,0.3661743104457855,0.1090731993317604,0.6092475056648254,0.07139383256435394,0.4102189838886261,0.1357664167881012,0.7560975551605225,relu,0.01,0.6,8,30
4,12/12/22-205822,12/12/22-210023,121.45757746696472,30,0.07590539008378983,0.3684466779232025,0.10566466301679611,0.6101218461990356,0.071747325360775,0.40145984292030334,0.14160583913326263,0.7404580116271973,relu,0.03,0.0,8,30
19,12/12/22-212915,12/12/22-213118,122.90596580505371,30,0.07762718200683594,0.36373963952064514,0.16864144802093506,0.5870056748390198,0.077841617166996,0.344525545835495,0.08175182342529297,0.7179487347602844,relu,0.3,0.9,8,30
0,12/12/22-205048,12/12/22-205250,121.33613586425781,30,0.08216951042413712,0.28453174233436584,0.025645187124609947,0.5642856955528259,0.08074841648340225,0.3226277232170105,0.06715328246355057,0.5476190447807312,relu,0.01,0.0,8,30
