,start,end,duration,round_epochs,loss,accuracy,recall,precision,val_loss,val_accuracy,val_recall,val_precision,act_fn,client_lr,client_momentum,batch_size,epochs
18,12/12/22-181538,12/12/22-181553,14.580395221710205,30,0.08027525246143341,0.31839999556541443,0.07680000364780426,0.52173912525177,0.07589587569236755,0.4571428596973419,0.04285714402794838,0.6000000238418579,relu,0.3,0.6,8,30
17,12/12/22-181524,12/12/22-181538,14.645883798599243,30,0.08079668134450912,0.29600000381469727,0.07360000163316727,0.6388888955116272,0.07626567780971527,0.4285714328289032,0.05714285746216774,1.0,relu,0.3,0.3,8,30
20,12/12/22-181600,12/12/22-181615,14.349211931228638,30,0.07876701653003693,0.328000009059906,0.08479999750852585,0.6309523582458496,0.08332473039627075,0.4000000059604645,0.12857143580913544,0.3913043439388275,relu,0.5,0.0,8,30
21,12/12/22-181615,12/12/22-181630,14.82024073600769,30,0.07958660274744034,0.3296000063419342,0.08320000022649765,0.5360824465751648,0.07761994749307632,0.3857142925262451,0.02857142873108387,1.0,relu,0.5,0.3,8,30
12,12/12/22-181425,12/12/22-181440,14.263946294784546,30,0.08460733294487,0.23199999332427979,0.020800000056624413,0.48148149251937866,0.07963882386684418,0.34285715222358704,0.04285714402794838,0.75,relu,0.1,0.0,8,30
7,12/12/22-181314,12/12/22-181329,14.549019813537598,30,0.08254971355199814,0.2703999876976013,0.04320000112056732,0.6279069781303406,0.0760151818394661,0.3285714387893677,0.0714285746216774,1.0,relu,0.03,0.9,8,30
11,12/12/22-181411,12/12/22-181425,14.527277946472168,30,0.08154559880495071,0.29919999837875366,0.0575999990105629,0.6428571343421936,0.07834099233150482,0.3142857253551483,0.11428571492433548,0.800000011920929,relu,0.05,0.9,8,30
14,12/12/22-181455,12/12/22-181509,14.68021035194397,30,0.08296431601047516,0.2784000039100647,0.04320000112056732,0.5744680762290955,0.0784197747707367,0.3142857253551483,0.04285714402794838,0.75,relu,0.1,0.6,8,30
13,12/12/22-181440,12/12/22-181455,14.57313084602356,30,0.08233681321144104,0.2687999904155731,0.03519999980926514,0.6285714507102966,0.08354710042476654,0.27142858505249023,0.02857142873108387,0.2857142984867096,relu,0.1,0.3,8,30
10,12/12/22-181359,12/12/22-181410,11.930562019348145,24,0.08487702906131744,0.2240000069141388,0.019200000911951065,0.6315789222717285,0.08118370920419693,0.27142858505249023,0.05714285746216774,0.800000011920929,relu,0.05,0.6,8,30
22,12/12/22-181630,12/12/22-181641,11.250056028366089,22,0.08427107334136963,0.24639999866485596,0.03999999910593033,0.5102040767669678,0.08271365612745285,0.2571428716182709,0.014285714365541935,1.0,relu,0.5,0.6,8,30
3,12/12/22-181230,12/12/22-181245,14.891575813293457,30,0.08499255031347275,0.21439999341964722,0.025599999353289604,0.6153846383094788,0.08146083354949951,0.2571428716182709,0.014285714365541935,1.0,relu,0.01,0.9,8,30
15,12/12/22-181510,12/12/22-181517,7.154886960983276,13,0.08752793818712234,0.20960000157356262,0.006399999838322401,0.4444444477558136,0.08344750851392746,0.24285714328289032,0.08571428805589676,0.6666666865348816,relu,0.1,0.9,8,30
16,12/12/22-181517,12/12/22-181523,6.162975549697876,11,0.08693217486143112,0.18240000307559967,0.0,0.0,0.08147076517343521,0.24285714328289032,0.04285714402794838,1.0,relu,0.3,0.0,8,30
6,12/12/22-181301,12/12/22-181314,12.933833122253418,26,0.08676134049892426,0.19679999351501465,0.004800000227987766,0.3333333432674408,0.0837111845612526,0.22857142984867096,0.014285714365541935,1.0,relu,0.03,0.6,8,30
8,12/12/22-181329,12/12/22-181343,14.386043310165405,30,0.08664053678512573,0.18400000035762787,0.00800000037997961,0.8333333134651184,0.08398778736591339,0.22857142984867096,0.02857142873108387,1.0,relu,0.05,0.0,8,30
9,12/12/22-181344,12/12/22-181358,14.729677438735962,30,0.08677145093679428,0.19200000166893005,0.006399999838322401,0.3636363744735718,0.08358951658010483,0.22857142984867096,0.04285714402794838,1.0,relu,0.05,0.3,8,30
5,12/12/22-181253,12/12/22-181301,7.9648966789245605,15,0.08855590969324112,0.1679999977350235,0.0,0.0,0.08697021007537842,0.2142857164144516,0.0,0.0,relu,0.03,0.3,8,30
1,12/12/22-181202,12/12/22-181217,14.700857162475586,30,0.08909595757722855,0.14399999380111694,0.0,0.0,0.08806288987398148,0.18571428954601288,0.0,0.0,relu,0.01,0.3,8,30
2,12/12/22-181217,12/12/22-181230,12.508770942687988,25,0.0882406234741211,0.18240000307559967,0.0,0.0,0.08685672283172607,0.18571428954601288,0.0,0.0,relu,0.01,0.6,8,30
19,12/12/22-181553,12/12/22-181600,6.70413613319397,12,0.08960989862680435,0.14399999380111694,0.0,0.0,0.08990458399057388,0.15714286267757416,0.0,0.0,relu,0.3,0.9,8,30
0,12/12/22-181155,12/12/22-181202,7.038655042648315,13,0.08974289894104004,0.13439999520778656,0.0,0.0,0.08967156708240509,0.08571428805589676,0.0,0.0,relu,0.01,0.0,8,30
4,12/12/22-181245,12/12/22-181252,7.469232559204102,14,0.08989404141902924,0.13120000064373016,0.0,0.0,0.08901046961545944,0.08571428805589676,0.0,0.0,relu,0.03,0.0,8,30
23,12/12/22-181641,12/12/22-181648,6.720606803894043,12,0.08997486531734467,0.10719999670982361,0.0,0.0,0.09002648293972015,0.0714285746216774,0.0,0.0,relu,0.5,0.9,8,30
