,clientID,client_lr,client_mom,batch_size,loss,accuracy
408,8,1.0,1.0,16,0.0038438357878476,0.8381493091583252
411,8,1.0,0.6666666666666666,16,0.0039425706490874,0.8365735411643982
409,8,1.0,1.0,32,0.0039125368930399,0.8361887335777283
410,8,1.0,1.0,64,0.0039597363211214,0.8353825211524963
412,8,0.1836734693877551,1.0,16,0.0040322518907487,0.8303985595703125
413,8,1.0,0.6666666666666666,32,0.0042075677774846,0.8238204121589661
414,8,1.0,0.3333333333333333,16,0.0043446491472423,0.8173888921737671
415,8,0.1836734693877551,1.0,32,0.0045708958059549,0.807182788848877
417,8,1.0,0.0,16,0.0046181241050362,0.8051305413246155
416,8,1.0,0.3333333333333333,32,0.0045566437765955,0.8048374056816101
